end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1773944160,0,29,0,27,87,87,23,32,22,22,22,22,22,8,8
1773944220,27,29,21,25,32,79,23,29,28,28,28,28,28,12,12
1773944280,25,25,0,15,29,79,15,19,21,21,14,14,18,24,26
1773944340,15,16,0,7,19,20,7,8,17,17,17,17,17,5,31
1773944400,7,8,0,8,8,22,8,9,,,,,,0,31
1773944460,8,11,0,10,9,21,9,11,11,13,8,10,11,35,38
1773944520,10,10,0,5,11,13,7,8,10,10,5,5,10,42,75
1773944580,5,6,0,6,8,9,7,8,6,6,5,5,6,17,75
1773944640,6,8,0,6,8,21,7,9,8,9,8,9,8,11,86
1773944700,6,6,2,3,9,17,5,5,6,8,6,8,8,12,98
1773944760,3,3,1,1,5,17,2,2,3,3,3,3,3,23,98
1773944820,1,1,1,1,2,2,2,2,1,1,1,1,1,3,101
1773944880,1,1,0,0,2,2,1,1,1,1,1,1,1,7,108
1773944940,0,0,0,0,1,1,1,1,1,1,1,1,1,467,575
1773945000,0,0,0,0,1,1,0,0,,,,,,0,575
