end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1773889260,59,67,1,65,100,100,63,70,,,,,,0,0
1773889320,65,68,37,53,70,81,55,57,68,68,57,57,60,13,7
1773889380,53,72,53,68,57,87,57,72,71,72,61,72,69,42,35
1773889440,68,71,55,70,72,85,66,75,68,68,55,55,63,28,60
1773889500,70,82,0,76,75,83,73,81,74,82,74,82,77,11,60
1773889560,76,82,65,81,81,91,81,84,81,81,65,65,71,76,124
1773889620,81,87,1,71,84,91,69,72,86,87,72,72,83,102,174
1773889680,71,74,29,74,72,79,65,78,,,,,,0,174
1773889740,74,90,29,39,78,100,78,96,80,85,80,85,85,36,207
1773889800,39,96,39,96,96,99,94,98,94,94,90,90,92,10,212
1773889860,96,97,43,97,98,99,98,99,,,,,,0,212
1773889920,97,97,45,94,99,99,99,99,,,,,,0,212
1773889980,94,99,29,99,99,100,98,100,99,99,48,99,89,34,230
1773890040,99,99,99,99,100,100,100,100,99,99,99,99,99,93,323
1773890100,99,100,99,100,100,100,100,100,,,,,,0,323
