end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1773927060,13,54,13,54,100,100,43,59,,,,,,0,0
1773927120,54,55,21,47,59,69,46,52,45,45,45,45,45,14,14
1773927180,47,54,27,41,52,63,41,45,47,47,38,38,43,13,15
1773927240,41,60,39,57,45,75,43,62,51,58,51,58,55,15,25
1773927300,57,58,28,49,62,74,38,53,57,57,51,51,54,7,29
1773927360,49,53,28,35,53,59,38,40,53,53,41,41,50,34,54
1773927420,35,46,21,45,40,53,34,50,,,,,,0,54
1773927480,45,53,21,39,50,57,28,44,53,53,28,28,40,75,81
1773927540,39,43,5,29,44,54,20,34,23,31,20,31,23,49,81
1773927600,29,34,0,18,34,43,21,22,34,34,22,22,25,27,83
1773927660,18,33,1,20,22,41,14,25,31,33,14,14,29,24,84
1773927720,20,89,1,89,25,100,23,92,34,81,34,79,65,63,101
1773927780,89,99,77,98,92,100,91,100,92,99,92,98,95,27,105
1773927840,98,99,98,99,100,100,100,100,,,,,,0,105
1773927900,99,100,99,100,100,100,100,100,,,,,,0,105
