end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1773942360,13,54,13,54,100,100,45,59,49,52,45,46,47,82,67
1773942420,54,64,39,56,59,74,55,59,52,52,52,52,52,3,70
1773942480,56,56,39,54,59,74,55,56,56,56,39,39,55,147,79
1773942540,54,69,40,69,56,74,52,74,56,72,52,72,57,154,112
1773942600,69,76,61,63,74,79,72,72,76,78,72,72,74,102,198
1773942660,63,84,60,84,72,91,72,90,72,80,63,67,66,60,258
1773942720,84,89,70,89,90,100,90,94,,,,,,0,258
1773942780,89,97,81,82,94,100,94,97,97,98,97,98,98,2,258
1773942840,82,92,82,92,97,100,97,99,92,92,82,82,84,13,248
1773942900,92,95,82,82,99,100,97,98,82,82,82,82,82,18,239
1773942960,82,98,82,98,98,100,98,99,99,99,99,99,99,30,249
1773943020,98,98,81,98,99,100,99,99,98,98,81,81,87,33,278
1773943080,98,99,98,99,99,100,99,100,99,99,99,99,99,20,278
1773943140,99,99,99,99,100,100,100,100,,,,,,0,278
1773943200,99,100,99,100,100,100,100,100,,,,,,0,278
