end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1773931560,13,45,13,43,100,100,47,48,45,45,45,45,45,1,1
1773931620,43,63,21,60,48,85,47,65,47,85,47,58,59,28,24
1773931680,60,60,40,51,65,66,51,56,59,60,40,60,48,125,110
1773931740,51,61,38,57,56,68,52,60,57,61,40,55,55,78,151
1773931800,57,59,45,58,60,65,54,60,53,57,53,57,55,12,144
1773931860,58,66,35,53,60,75,50,55,60,74,59,59,64,75,163
1773931920,53,80,50,79,55,100,53,81,55,70,50,70,60,62,162
1773931980,79,85,59,83,81,95,75,87,80,84,80,82,81,71,187
1773932040,83,92,73,88,87,100,86,91,88,88,88,88,88,1,187
1773932100,88,91,81,89,91,100,91,92,91,92,91,92,91,388,463
1773932160,89,90,63,83,92,99,83,85,89,89,82,83,89,622,1051
1773932220,83,91,61,88,85,99,83,91,83,89,80,89,83,217,1160
1773932280,88,93,54,91,91,94,81,94,89,94,80,93,91,363,1252
1773932340,91,98,71,98,94,100,89,100,93,99,89,99,94,437,1397
1773932400,98,100,98,100,100,100,100,100,99,99,99,99,99,10,1387
