end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1773932460,13,41,13,30,100,100,34,35,43,43,43,43,43,1,1
1773932520,30,38,21,32,35,53,27,37,35,35,29,29,34,16,16
1773932580,32,35,21,31,37,53,30,36,30,36,30,36,33,6,22
1773932640,31,46,31,46,36,50,36,50,36,45,36,43,44,131,116
1773932700,46,61,37,61,50,75,49,66,49,60,49,60,54,28,140
1773932760,61,76,49,76,66,80,65,80,71,79,71,79,78,33,160
1773932820,76,87,67,81,80,100,77,84,80,86,75,77,81,44,149
1773932880,81,86,63,69,84,98,74,74,86,98,79,98,87,57,172
1773932940,69,69,38,45,74,81,43,50,63,66,47,47,56,133,181
1773933000,45,63,36,51,50,67,43,56,47,65,43,65,59,167,292
1773933060,51,74,41,68,56,81,54,72,58,68,58,68,64,60,321
1773933120,68,70,44,66,72,81,57,71,65,72,61,70,67,47,356
1773933180,66,66,36,37,71,76,44,47,48,53,36,36,45,248,525
1773933240,37,87,1,87,47,90,23,90,42,84,19,84,42,400,457
1773933300,87,99,21,99,90,100,55,100,90,99,85,99,91,39,453
