end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1773943260,13,55,13,52,100,100,51,57,,,,,,0,0
1773943320,52,58,42,53,57,70,55,58,57,57,57,57,57,8,8
1773943380,53,61,42,50,58,75,55,55,60,60,60,60,60,11,11
1773943440,50,53,34,43,55,63,45,48,42,46,42,46,44,6,14
1773943500,43,51,43,49,48,61,48,50,43,51,43,51,47,18,31
1773943560,49,57,35,54,50,70,50,59,50,59,35,59,48,78,108
1773943620,54,59,41,42,59,70,45,46,59,59,45,45,48,34,102
1773943680,42,57,34,54,46,77,39,59,34,55,34,47,47,98,200
1773943740,54,60,25,38,59,64,38,42,48,48,40,41,46,20,200
1773943800,38,44,33,38,42,50,38,42,44,44,44,44,44,8,208
1773943860,38,57,30,57,42,71,38,62,49,49,42,49,48,75,208
1773943920,57,66,21,37,62,79,37,38,59,59,36,37,38,215,364
1773943980,37,77,21,77,38,79,38,79,49,77,48,76,66,151,463
1773944040,77,99,56,99,79,100,79,100,79,99,79,86,91,80,507
1773944100,99,99,99,99,100,100,100,100,99,99,99,99,99,214,677
