end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1773887460,54,58,1,57,100,100,59,61,57,57,57,57,57,1,1
1773887520,57,58,1,56,61,99,58,61,,,,,,0,1
1773887580,56,57,10,16,61,90,55,56,,,,,,0,1
1773887640,16,77,10,77,56,90,50,78,68,77,68,77,73,24,24
1773887700,77,80,77,80,78,90,78,81,78,88,78,88,81,8,32
1773887760,80,80,66,66,81,88,79,88,80,80,66,66,74,115,147
1773887820,29,73,29,59,88,88,70,79,81,81,81,81,81,89,147
1773887880,59,68,40,68,79,81,66,81,,,,,,0,147
1773887940,68,68,36,47,81,85,40,50,81,81,40,50,52,56,119
1773888000,47,57,29,43,50,80,50,78,50,57,29,57,43,41,121
1773888060,43,67,32,53,78,83,63,78,,,,,,0,121
1773888120,53,86,29,71,78,90,75,89,78,85,78,85,81,31,123
1773888180,71,98,36,44,89,99,89,99,90,99,45,45,80,50,152
1773888240,44,99,44,99,99,100,93,100,93,99,93,99,93,13,154
1773888300,99,100,99,99,100,100,100,100,,,,,,0,154
