end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1773928860,13,80,13,80,100,100,59,84,87,87,79,80,84,9,9
1773928920,80,80,49,51,84,90,54,54,62,62,55,55,58,62,62
1773928980,51,59,34,57,54,61,52,61,53,60,53,60,56,9,62
1773929040,57,60,44,47,61,75,51,52,61,65,58,59,60,47,90
1773929100,47,47,24,33,52,62,34,38,45,58,36,36,45,68,108
1773929160,33,51,21,30,38,53,34,34,47,51,35,35,44,39,123
1773929220,30,42,21,29,34,52,32,34,34,39,34,39,35,15,133
1773929280,29,36,21,24,34,51,23,29,33,33,33,33,33,8,141
1773929340,24,29,12,17,29,41,21,22,25,33,17,17,27,59,116
1773929400,17,18,0,9,22,33,10,13,17,17,10,10,14,43,132
1773929460,9,12,3,10,13,22,9,12,11,11,11,11,11,8,124
1773929520,10,42,3,42,12,44,12,44,15,40,11,40,23,191,229
1773929580,42,58,26,40,44,78,38,45,42,58,36,36,41,341,429
1773929640,40,42,0,0,45,50,1,1,39,39,1,1,19,168,444
1773929700,0,0,0,0,1,1,0,0,,,,,,0,444
