end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1773934260,13,50,13,48,100,100,47,52,47,47,47,47,47,6,6
1773934320,48,56,21,56,52,79,50,61,53,55,39,39,53,14,14
1773934380,56,69,45,66,61,78,56,71,61,78,45,53,59,183,122
1773934440,66,66,50,62,71,78,58,67,61,78,50,78,64,56,144
1773934500,62,65,43,44,67,77,48,48,56,56,48,48,52,11,139
1773934560,44,60,36,56,48,70,43,61,,,,,,0,139
1773934620,56,59,45,45,61,64,48,48,57,57,48,48,52,44,183
1773934680,45,54,28,48,48,69,41,53,45,54,45,50,50,16,186
1773934740,48,83,42,81,53,87,53,85,63,82,63,82,76,25,199
1773934800,81,90,70,79,85,100,78,83,84,89,82,82,85,58,218
1773934860,79,86,60,83,83,95,70,87,73,73,72,72,73,26,218
1773934920,83,87,22,52,87,99,44,57,70,70,44,48,50,53,235
1773934980,52,91,40,79,57,99,51,82,52,92,40,82,72,179,250
1773935040,79,92,33,91,82,99,70,92,80,92,33,87,77,264,332
1773935100,91,99,20,99,92,100,50,100,92,99,21,99,61,51,339
