end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1773936060,0,38,0,37,87,87,35,42,38,38,35,35,37,12,12
1773936120,37,37,21,33,42,53,35,36,33,33,33,33,33,7,12
1773936180,33,43,21,43,36,56,36,48,36,36,36,36,36,3,12
1773936240,43,51,40,43,48,64,46,48,48,48,48,48,48,10,22
1773936300,43,44,13,20,48,63,20,24,48,48,20,20,35,92,94
1773936360,20,31,13,31,24,36,21,34,28,35,28,35,33,13,107
1773936420,31,31,13,19,34,43,20,23,30,30,17,17,27,74,92
1773936480,19,19,7,15,23,33,17,19,14,14,14,14,14,2,92
1773936540,15,16,7,11,19,32,13,15,,,,,,0,92
1773936600,11,11,0,6,15,30,6,9,6,6,6,6,6,1,92
1773936660,6,8,0,1,9,18,3,4,2,2,2,2,2,1,92
1773936720,1,2,1,1,4,4,2,2,,,,,,0,92
1773936780,1,1,0,0,2,2,1,1,1,2,1,1,1,47,124
1773936840,0,0,0,0,1,1,1,1,,,,,,0,124
1773936900,0,0,0,0,1,1,0,0,,,,,,0,124
