end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1773958560,0,40,0,40,87,87,34,42,,,,,,0,0
1773958620,40,40,21,23,42,56,28,28,40,40,32,32,35,11,11
1773958680,23,24,3,24,28,79,17,27,21,21,20,20,20,4,15
1773958740,24,31,17,31,27,36,27,33,32,32,32,32,32,8,23
1773958800,31,56,21,51,33,59,32,55,38,57,37,57,48,29,22
1773958860,51,57,0,56,55,79,42,57,50,57,48,57,52,18,19
1773958920,56,60,41,57,57,72,55,60,57,60,57,60,58,12,31
1773958980,57,60,41,57,60,73,58,60,58,58,58,58,58,6,37
1773959040,57,58,31,44,60,70,49,49,56,56,56,56,56,11,26
1773959100,44,63,31,58,49,73,48,63,50,64,31,44,59,232,206
1773959160,58,65,41,61,63,79,63,66,59,79,59,79,64,24,196
1773959220,61,75,48,70,66,94,66,75,74,89,72,75,83,172,331
1773959280,70,76,24,50,75,88,45,55,76,76,45,45,55,71,318
1773959340,50,83,25,83,55,99,46,87,46,82,29,82,68,225,423
1773959400,83,99,22,99,87,100,75,100,75,99,30,99,82,84,478
