end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1773872160,0,0,0,0,90,90,90,90,,,,,,0,0
1773872220,0,0,0,0,90,90,90,90,,,,,,0,0
1773872280,0,1,0,1,90,90,90,90,,,,,,0,0
1773872340,1,1,1,1,90,90,90,90,,,,,,0,0
1773872400,1,5,1,5,90,90,90,90,,,,,,0,0
1773872460,5,10,5,10,90,90,90,90,,,,,,0,0
1773872520,10,12,10,12,90,90,90,90,90,90,90,90,90,1,1
1773872580,12,15,12,15,90,90,90,90,,,,,,0,1
1773872640,15,15,15,15,90,90,90,90,,,,,,0,1
1773872700,15,18,15,18,90,100,90,100,,,,,,0,1
1773872760,18,50,18,50,100,100,100,100,,,,,,0,1
1773872820,50,50,50,50,100,100,100,100,,,,,,0,1
1773872940,50,51,50,51,100,100,100,100,,,,,,0,1
1773873000,51,53,51,51,100,100,100,100,,,,,,0,1
