end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1773916260,0,49,0,43,87,87,45,48,47,47,47,47,47,5,5
1773916320,43,45,25,38,48,79,40,43,38,38,38,38,38,13,18
1773916380,38,42,21,40,43,49,34,45,,,,,,0,18
1773916440,40,40,21,26,45,65,29,29,34,34,32,32,33,7,18
1773916500,26,30,22,26,29,55,28,30,,,,,,0,18
1773916560,26,29,21,22,30,54,25,27,29,43,29,43,42,108,116
1773916620,22,22,5,7,27,41,11,11,21,24,13,24,15,23,138
1773916680,7,8,5,5,11,11,6,6,,,,,,0,138
1773916740,5,5,0,3,6,17,4,4,6,6,5,5,6,27,165
1773916800,3,3,0,1,4,14,2,2,3,3,3,3,3,1,166
1773916860,1,1,1,1,2,2,2,2,,,,,,0,166
1773916920,1,1,1,1,2,2,2,2,2,2,2,2,2,24,190
1773916980,1,1,0,0,2,2,1,1,1,1,1,1,1,10,200
1773917040,0,0,0,0,1,1,1,1,,,,,,0,200
1773917100,0,0,0,0,1,3,0,0,1,3,1,3,2,114,314
