end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1773868560,0,1,0,1,90,90,90,90,,,,,,0,0
1773868620,1,5,1,5,90,90,90,90,90,90,90,90,90,27,27
1773868680,5,6,5,6,90,90,90,90,,,,,,0,27
1773868740,6,6,6,6,90,90,90,90,90,90,90,90,90,27,54
1773868800,6,7,6,7,90,90,90,90,,,,,,0,54
1773868860,7,8,7,8,90,90,90,90,,,,,,0,54
1773868920,8,50,8,50,90,90,90,90,,,,,,0,54
1773868980,50,50,50,50,90,90,90,90,90,90,90,90,90,2,56
1773869040,50,50,10,50,90,90,90,90,50,50,50,50,50,9,61
1773869100,50,50,50,50,90,99,90,99,99,99,99,99,99,5,66
1773869160,50,50,50,50,99,99,99,99,99,99,99,99,99,1,67
1773869220,50,50,50,50,99,99,99,99,50,50,50,50,50,1,68
1773869280,50,50,50,50,99,99,99,99,99,99,99,99,99,3,71
1773869340,50,50,50,50,99,99,99,99,99,99,99,99,99,1,72
1773869400,50,51,50,51,99,99,99,99,,,,,,0,72
