end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1773960360,0,58,0,46,87,87,51,51,56,56,56,56,56,1,1
1773960420,46,52,33,50,51,62,49,55,,,,,,0,1
1773960480,50,52,33,49,55,62,52,54,53,62,53,54,59,95,96
1773960540,49,71,33,71,54,79,52,74,63,70,63,69,68,81,162
1773960600,71,77,58,77,74,79,70,79,71,73,67,71,71,22,173
1773960660,77,89,66,88,79,92,79,91,79,92,79,92,87,21,185
1773960720,88,91,76,89,91,100,90,93,92,92,92,92,92,2,187
1773960780,89,92,76,86,93,100,87,90,92,92,85,85,87,30,172
1773960840,86,87,62,80,90,100,79,84,87,87,87,87,87,12,172
1773960900,80,93,62,90,84,100,82,93,84,84,84,84,84,3,172
1773960960,90,94,79,85,93,99,85,89,91,91,90,90,90,27,172
1773961020,85,93,73,93,89,99,87,96,92,92,76,76,84,296,357
1773961080,93,96,82,96,96,99,93,98,96,96,93,96,95,63,369
1773961140,96,99,84,99,98,100,97,100,99,99,99,99,99,100,469
1773961200,99,100,99,100,100,100,100,100,,,,,,0,469
