ts_local,buy_count,cost_cents,fill_side,pnl_cents,series,contract_cost,percent_gain
2026-03-24T06:15:10.801997-07:00,12,1138.8,no,61.200000000000045,KXBTC15M,94.9,5.374078
2026-03-24T06:30:10.799247-07:00,13,1224.6,no,75.40000000000009,KXBTC15M,94.2,6.157113
2026-03-24T06:45:10.812683-07:00,12,1172.4,no,27.59999999999991,KXBTC15M,97.7,2.354145
2026-03-24T07:00:10.807086-07:00,13,1203.9,no,96.09999999999991,KXBTC15M,92.607692,7.982391
2026-03-24T07:15:10.813171-07:00,13,1218.1000000000001,yes,-1218.1000000000001,KXBTC15M,93.7,-100.0
2026-03-24T07:30:10.807530-07:00,11,1076.8999999999999,yes,23.100000000000136,KXBTC15M,97.9,2.145046
2026-03-24T07:30:10.811865-07:00,10,948.9999999999999,no,51.000000000000114,KXSOL15M,94.9,5.374078
2026-03-24T07:45:10.808887-07:00,11,1071.3999999999999,no,28.600000000000136,KXBTC15M,97.4,2.669405
2026-03-24T08:00:10.794373-07:00,12,1129.1999999999998,yes,70.80000000000018,KXSOL15M,94.1,6.269926
2026-03-24T08:15:10.804085-07:00,14,1134.0,yes,266.0,KXXRP15M,81.0,23.45679
2026-03-24T08:15:10.819990-07:00,12,1122.0,yes,78.0,KXBTC15M,93.5,6.951872
2026-03-24T08:30:10.787178-07:00,14,1134.0,yes,266.0,KXXRP15M,81.0,23.45679
2026-03-24T08:30:10.800753-07:00,11,1046.1,yes,53.90000000000009,KXBTC15M,95.1,5.152471
2026-03-24T09:00:10.795313-07:00,15,1200.0,no,300.0,KXXRP15M,80.0,25.0
2026-03-24T09:00:10.812281-07:00,11,1062.6,no,37.40000000000009,KXBTC15M,96.6,3.519669
2026-03-24T09:30:10.807272-07:00,12,1167.6,no,32.40000000000009,KXBTC15M,97.3,2.774923
2026-03-24T09:45:10.804848-07:00,12,1166.4,no,33.59999999999991,KXBTC15M,97.2,2.880658
2026-03-24T10:00:10.816521-07:00,13,1201.2,no,98.79999999999995,KXBTC15M,92.4,8.225108
2026-03-24T10:15:10.815860-07:00,12,1134.0,no,66.0,KXBTC15M,94.5,5.820106
2026-03-24T10:15:10.820504-07:00,15,1215.0,no,-1215.0,KXXRP15M,81.0,-100.0
2026-03-24T10:45:10.821656-07:00,14,1134.0,no,266.0,KXXRP15M,81.0,23.45679
2026-03-24T11:00:10.795596-07:00,11,1003.2,yes,96.79999999999995,KXETH15M,91.2,9.649123
2026-03-24T11:00:10.814961-07:00,10,981.0,yes,19.0,KXBTC15M,98.1,1.936799
2026-03-24T11:00:10.819192-07:00,14,1134.0,yes,266.0,KXXRP15M,81.0,23.45679
2026-03-24T11:15:10.805523-07:00,12,1138.8,yes,61.200000000000045,KXBTC15M,94.9,5.374078
2026-03-24T11:30:10.804747-07:00,12,1135.1999999999998,yes,64.80000000000018,KXBTC15M,94.6,5.708245
2026-03-24T11:45:10.800522-07:00,12,1171.1999999999998,yes,28.800000000000182,KXBTC15M,97.6,2.459016
2026-03-24T12:15:10.803426-07:00,12,1165.2,yes,34.799999999999955,KXBTC15M,97.1,2.986612
2026-03-24T12:30:10.805331-07:00,11,1065.8999999999999,no,34.100000000000136,KXBTC15M,96.9,3.199174
2026-03-24T12:30:10.809747-07:00,15,1230.0,yes,270.0,KXXRP15M,82.0,21.95122
2026-03-24T12:45:10.794176-07:00,12,1092.0,no,108.0,KXETH15M,91.0,9.89011
2026-03-24T12:45:10.809816-07:00,13,1225.8999999999999,no,74.10000000000014,KXBTC15M,94.3,6.044539
2026-03-24T13:00:10.787594-07:00,16,1280.0,no,320.0,KXXRP15M,80.0,25.0
2026-03-24T13:15:10.817965-07:00,16,1312.0,no,288.0,KXXRP15M,82.0,21.95122
2026-03-24T13:30:10.800349-07:00,13,1264.8999999999999,yes,35.100000000000136,KXBTC15M,97.3,2.774923
2026-03-24T13:45:10.795138-07:00,16,1264.0,yes,336.0,KXXRP15M,79.0,26.582278
2026-03-24T14:00:10.790434-07:00,16,1312.0,yes,288.0,KXXRP15M,82.0,21.95122
2026-03-24T14:00:10.811286-07:00,12,1162.8,yes,37.200000000000045,KXBTC15M,96.9,3.199174
2026-03-24T14:45:10.802646-07:00,14,1306.2000000000003,yes,93.79999999999973,KXBTC15M,93.3,7.181136
2026-03-24T15:00:10.817255-07:00,14,1316.0,no,-1316.0,KXBTC15M,94.0,-100.0
2026-03-24T15:15:10.808314-07:00,12,1137.6,yes,62.40000000000009,KXBTC15M,94.8,5.485232
2026-03-24T15:15:10.812999-07:00,15,1215.0,no,-1215.0,KXXRP15M,81.0,-100.0
2026-03-24T15:30:10.812170-07:00,11,1072.5,no,27.5,KXBTC15M,97.5,2.564103
2026-03-24T16:00:10.792140-07:00,14,1120.0,yes,280.0,KXXRP15M,80.0,25.0
