end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1767887160,51,51,9,42,100,100,46,47,51,51,43,46,48,164,148
1767887220,42,42,19,32,47,53,35,35,42,45,19,35,35,183,305
1767887280,32,34,14,30,35,35,31,34,34,34,17,29,31,176,367
1767887340,30,30,11,25,34,35,17,27,30,35,17,17,21,178,358
1767887400,25,31,23,28,27,32,27,30,27,32,27,30,29,186,456
1767887460,28,44,28,44,30,52,30,49,32,46,28,44,40,250,588
1767887520,44,55,32,54,49,67,45,55,47,59,45,55,53,125,578
1767887580,54,69,45,50,55,90,50,52,55,79,45,50,64,284,776
1767887640,50,50,44,44,52,53,45,48,52,52,44,44,48,254,928
1767887700,44,52,16,32,48,75,34,35,44,52,16,16,30,521,1004
1767887760,32,52,9,48,35,75,29,53,35,52,9,45,37,689,1215
1767887820,48,57,15,41,53,75,31,45,48,58,15,41,39,947,1540
1767887880,41,95,37,95,45,98,45,96,45,98,42,95,78,780,1776
1767887940,95,98,95,98,96,99,96,99,96,99,96,99,99,799,2362
1767888000,98,99,98,99,99,100,99,100,99,99,99,99,99,394,2756
