end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1769791560,0,35,0,30,80,80,31,33,50,50,25,30,37,50,38
1769791620,30,31,21,23,33,35,23,29,30,33,22,26,26,1267,799
1769791680,23,29,22,24,29,30,23,26,27,30,23,25,25,697,1161
1769791740,24,24,15,20,26,27,19,22,25,27,17,23,22,1623,1809
1769791800,20,21,10,11,22,24,11,13,21,21,10,14,17,1151,2040
1769791860,11,11,7,9,13,13,8,11,11,13,7,12,9,934,2215
1769791920,9,9,4,5,11,12,6,6,11,11,4,4,6,1759,3444
1769791980,5,5,2,4,6,6,4,5,6,6,3,5,4,2051,4810
1769792040,4,12,4,6,5,16,5,9,4,16,4,9,10,2178,5342
1769792100,6,11,2,3,9,13,5,5,5,13,4,4,7,1900,5832
1769792160,3,4,1,1,5,6,2,3,3,5,2,2,3,2496,7286
1769792220,1,3,1,1,3,5,2,3,2,4,1,2,2,2641,7795
1769792280,1,1,0,0,3,3,1,2,1,2,1,2,1,1727,8945
1769792340,0,0,0,0,2,2,1,1,1,1,1,1,1,2141,10189
1769792400,0,0,0,0,1,1,1,1,1,1,1,1,1,107,10296
