end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1772720160,0,48,0,38,99,99,37,40,47,53,33,40,40,7569,4429
1772720220,38,40,31,36,40,45,33,38,40,45,32,36,38,10740,11288
1772720280,36,36,17,20,38,38,18,21,36,37,17,21,23,13015,18568
1772720340,20,25,17,22,21,27,18,24,20,27,18,24,22,10151,24121
1772720400,22,26,16,23,24,27,19,25,22,27,17,23,22,9503,24526
1772720460,23,25,20,23,25,26,23,25,23,26,21,23,24,3472,26013
1772720520,23,27,15,16,25,30,16,17,23,29,15,16,25,9313,31218
1772720580,16,29,12,29,17,30,14,30,16,29,12,29,18,8138,31308
1772720640,29,41,21,22,30,44,23,24,29,42,22,24,30,18303,32950
1772720700,22,22,10,17,24,28,12,18,24,24,10,17,14,10467,38900
1772720760,17,39,17,38,18,41,18,39,18,41,17,39,24,5640,42106
1772720820,38,38,10,17,39,39,12,18,38,39,11,17,18,28714,58712
1772720880,17,18,4,4,18,19,5,5,17,19,4,6,8,20432,69616
1772720940,4,4,0,1,5,19,1,2,4,19,1,2,3,44722,96862
1772721000,1,1,0,0,2,2,1,1,1,1,1,1,1,10287,104754
