end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1768905060,0,50,0,43,99,99,47,47,50,50,44,44,45,134,117
1768905120,43,44,23,33,47,47,37,37,39,44,23,23,37,172,207
1768905180,33,34,25,34,37,60,26,38,36,48,28,48,36,178,291
1768905240,34,44,25,43,38,57,38,46,36,57,35,43,44,214,340
1768905300,43,43,17,17,46,60,20,20,39,39,20,20,23,158,345
1768905360,17,24,15,17,20,35,17,20,20,27,15,21,19,355,368
1768905420,17,22,15,17,20,35,17,18,20,26,17,18,19,481,558
1768905480,17,17,9,9,18,18,10,12,15,18,10,10,12,385,893
1768905540,9,9,4,5,12,12,7,11,12,12,5,7,7,314,1123
1768905600,5,7,3,6,11,13,4,9,4,13,4,7,8,342,1403
1768905660,6,6,3,4,9,17,5,6,6,16,5,6,8,285,1540
1768905720,4,4,2,3,6,13,3,7,6,12,3,3,6,141,1562
1768905780,3,3,1,1,7,10,3,5,3,9,1,1,3,652,1895
1768905840,1,3,0,1,5,20,4,10,1,8,1,2,3,577,2178
1768905900,1,1,0,0,10,10,1,1,1,10,1,1,1,355,2157
