end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1769508060,27,50,27,50,100,100,53,54,35,53,35,53,38,7,7
1769508120,50,69,37,64,54,72,48,67,50,69,47,68,61,709,268
1769508180,64,76,64,72,67,77,66,73,64,76,64,73,72,941,547
1769508240,72,79,70,77,73,80,72,79,72,80,71,77,77,713,630
1769508300,77,78,70,76,79,79,73,77,78,78,70,76,75,167,674
1769508360,76,84,73,84,77,85,77,85,76,84,73,84,79,521,1022
1769508420,84,89,84,89,85,91,85,91,85,90,85,89,88,625,1372
1769508480,89,91,82,90,91,95,90,91,89,94,82,90,89,706,1951
1769508540,90,93,85,93,91,95,91,95,91,94,90,93,92,818,2751
1769508600,93,93,86,92,95,95,89,95,94,95,86,95,92,358,3050
1769508660,92,94,92,94,95,96,94,96,94,96,94,94,95,159,3095
1769508720,94,97,94,96,96,99,96,99,96,99,96,99,97,932,3912
1769508780,96,99,96,99,99,100,99,100,98,99,98,98,99,1866,4352
1769508840,99,99,99,99,100,100,100,100,99,99,99,99,99,209,4558
1769508900,99,99,99,99,100,100,100,100,99,99,99,99,99,467,4975
