end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1769814960,0,64,0,61,45,98,45,64,45,98,45,64,63,175,145
1769815020,61,65,60,65,64,68,63,68,61,68,61,68,65,984,713
1769815080,65,77,61,77,68,79,64,79,66,77,61,77,69,2486,2532
1769815140,77,95,77,95,79,96,79,96,79,95,79,95,87,6512,7684
1769815200,94,95,89,93,96,96,94,94,94,96,89,93,94,2467,8524
1769815260,93,96,90,95,94,97,94,96,93,97,93,95,96,2973,10615
1769815320,95,96,93,94,96,97,96,97,95,97,93,95,95,2061,11117
1769815380,94,97,94,97,97,98,96,98,97,97,96,97,97,1592,12448
1769815440,97,97,95,97,98,98,97,98,97,98,95,96,97,1801,12770
1769815500,97,97,87,96,98,98,96,97,97,98,87,93,94,3691,14233
1769815560,96,98,96,98,97,99,97,99,97,99,96,98,98,2744,16409
1769815620,98,98,96,97,99,99,97,99,99,99,96,97,97,1523,17289
1769815680,97,97,70,74,99,99,72,75,97,98,70,74,80,3899,17838
1769815740,74,80,5,5,75,95,6,11,74,95,5,11,33,12409,13394
1769815800,5,98,1,98,11,99,6,99,10,99,1,99,62,12831,19781
