end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1773374460,1,49,1,39,100,100,32,41,50,50,19,41,41,5365,3944
1773374520,39,48,39,47,41,49,41,49,41,49,39,47,43,4597,7081
1773374580,47,47,34,37,49,49,35,39,48,49,34,37,38,10323,11695
1773374640,37,43,36,39,39,44,37,40,37,44,36,39,40,4879,14784
1773374700,39,50,35,35,40,51,36,37,40,51,36,38,44,4998,16771
1773374760,35,36,28,30,37,38,30,33,36,36,28,30,31,6512,18360
1773374820,30,35,22,27,33,37,24,28,32,36,22,27,29,5360,19778
1773374880,27,57,24,43,28,59,25,44,28,58,24,44,38,9157,21386
1773374940,43,62,31,59,44,63,32,60,44,63,31,60,45,17789,23465
1773375000,59,79,59,77,60,80,60,80,59,79,59,76,71,17013,23101
1773375060,77,89,70,89,80,90,78,90,77,90,70,89,80,21196,34879
1773375120,89,89,52,64,90,90,53,65,90,90,53,65,65,12152,36926
1773375180,64,81,52,70,65,83,54,72,65,83,54,70,69,18839,36912
1773375240,70,70,0,0,72,72,1,1,72,72,1,1,15,49494,41587
1773375300,0,0,0,0,1,2,1,1,1,2,1,1,1,24374,60958
