end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1766108760,0,54,0,54,50,66,49,59,50,50,50,50,50,4,4
1766108820,54,54,12,29,59,100,29,34,53,53,32,32,39,17,15
1766108880,29,36,16,31,34,50,33,36,,,,,,0,15
1766108940,31,34,7,8,36,44,22,27,22,22,22,22,22,29,44
1766109000,8,21,0,9,27,100,7,13,21,21,7,7,10,158,202
1766109060,9,15,3,15,13,34,11,16,,,,,,0,202
1766109120,15,38,0,35,16,100,16,39,19,35,19,35,29,157,69
1766109180,35,45,19,37,39,59,36,42,35,35,35,35,35,20,69
1766109240,37,63,26,60,42,83,39,65,,,,,,0,69
1766109300,60,77,54,77,65,91,62,81,60,72,54,72,70,134,171
1766109360,77,77,66,67,81,94,78,79,75,75,75,75,75,19,171
1766109420,67,75,40,62,79,92,58,67,70,70,70,70,70,5,176
1766109480,62,84,50,84,67,90,67,88,69,88,69,88,80,50,196
1766109540,84,84,0,75,88,100,72,100,84,84,84,84,84,11,196
1766109600,75,75,0,74,100,100,100,100,,,,,,0,196
