end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1766405760,0,59,0,45,48,71,48,71,48,59,48,59,58,120,100
1766405820,45,74,45,70,71,100,60,75,58,74,57,72,61,344,423
1766405880,70,75,63,65,75,93,69,69,73,74,64,69,68,41,464
1766405940,65,74,58,74,69,91,65,79,,,,,,0,464
1766406000,74,77,68,70,79,95,75,88,77,77,75,75,76,25,467
1766406060,70,74,41,59,88,91,55,64,70,70,64,64,66,65,502
1766406120,59,71,46,46,64,88,63,65,63,86,63,86,76,35,502
1766406180,46,90,46,83,65,100,60,92,80,90,80,90,86,64,502
1766406240,83,84,41,80,92,100,70,85,83,83,71,80,78,225,550
1766406300,80,85,51,79,85,100,80,86,80,88,80,86,83,150,642
1766406360,79,92,72,87,86,95,86,92,86,94,86,94,92,44,641
1766406420,87,88,87,87,92,100,90,96,90,90,90,90,90,10,641
1766406480,87,98,87,98,96,100,96,100,98,98,98,98,98,161,490
1766406540,98,98,98,98,100,100,100,100,,,,,,0,490
