end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1766688360,0,37,0,35,84,100,35,39,,,,,,0,0
1766688420,35,47,35,44,39,70,38,45,38,51,38,47,47,6,4
1766688480,44,63,44,50,45,67,45,56,45,63,45,55,56,176,170
1766688540,50,54,46,48,56,58,51,51,56,57,50,50,55,9,173
1766688600,48,49,46,48,51,55,51,52,55,55,55,55,55,10,176
1766688660,48,59,46,52,52,67,51,59,,,,,,0,176
1766688720,52,60,46,46,59,66,53,53,60,60,51,51,55,18,179
1766688780,46,49,35,38,53,53,38,45,48,48,38,39,42,266,401
1766688840,38,44,35,35,45,51,39,41,38,38,38,38,38,30,431
1766688900,35,36,25,25,41,43,28,33,35,35,25,31,26,12,432
1766688960,25,25,19,20,33,34,26,28,21,21,21,21,21,1,433
1766689020,20,21,18,19,28,32,20,27,20,20,19,19,19,35,467
1766689080,19,19,12,13,27,28,14,14,19,19,14,14,19,182,467
1766689140,13,13,3,6,14,14,9,9,13,14,7,9,10,240,702
1766689200,6,6,0,0,9,9,1,7,4,4,1,1,3,77,722
