end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1770588060,0,53,0,52,95,95,51,55,54,58,45,54,55,406,404
1770588120,52,57,44,44,55,60,46,46,55,57,45,46,50,4117,3109
1770588180,44,61,43,52,46,63,45,55,44,63,44,58,52,5126,7367
1770588240,52,59,52,54,55,61,54,57,55,61,53,57,56,2388,8270
1770588300,54,64,54,62,57,66,56,63,57,65,54,64,60,2078,9720
1770588360,62,70,62,69,63,72,63,70,64,71,62,68,66,3337,11754
1770588420,69,78,68,78,70,82,70,80,69,81,68,80,77,5893,15475
1770588480,78,89,77,86,80,90,79,88,79,90,78,87,85,4452,17850
1770588540,86,88,75,78,88,89,77,80,88,89,76,78,82,2890,18895
1770588600,78,83,55,56,80,84,57,57,78,84,55,55,75,4711,20946
1770588660,56,70,54,58,57,73,57,60,57,72,56,59,63,3572,22137
1770588720,58,71,58,70,60,74,60,74,58,71,58,70,64,1634,22351
1770588780,70,97,70,97,74,98,73,98,74,98,73,98,90,12364,28194
1770588840,97,99,93,98,98,100,95,99,99,99,93,99,98,8768,31576
1770588900,98,99,98,99,99,100,99,100,99,99,98,99,99,2345,32779
