end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1773847860,0,51,0,44,99,99,43,45,50,52,42,45,47,9743,7706
1773847920,44,47,34,43,45,49,35,44,44,48,34,44,43,9553,12848
1773847980,43,81,41,80,44,86,43,81,43,85,41,81,67,18915,17956
1773848040,80,80,74,78,81,81,75,81,80,81,74,78,77,9813,20712
1773848100,78,78,69,76,81,81,76,77,78,80,69,77,74,15045,32409
1773848160,76,79,74,77,77,80,75,78,77,80,75,78,77,6549,34814
1773848220,77,77,42,48,78,78,44,49,77,78,42,49,59,9706,37592
1773848280,48,70,48,65,49,71,49,66,48,71,48,67,64,12565,37717
1773848340,65,84,60,81,66,86,62,82,66,85,60,82,72,10720,38365
1773848400,81,81,76,79,82,82,77,81,81,82,76,81,79,7263,40212
1773848460,79,79,64,65,80,81,65,67,80,81,64,65,71,10605,42091
1773848520,65,92,65,79,67,93,66,80,65,93,65,79,89,25679,50215
1773848580,78,85,36,36,80,87,37,37,79,87,36,36,60,26295,50023
1773848640,36,99,35,99,37,100,37,100,36,100,35,99,87,66714,78165
1773848700,99,100,99,100,100,100,100,100,99,100,99,100,100,35060,111841
