end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1771820160,0,53,0,34,99,99,35,35,50,55,34,35,41,4231,3585
1771820220,34,34,15,16,35,35,17,17,35,35,15,17,24,11042,11454
1771820280,16,20,13,18,17,22,15,19,17,22,13,19,17,5302,14889
1771820340,18,23,16,22,19,25,18,25,19,25,16,24,20,6474,19376
1771820400,22,29,20,20,25,31,22,22,24,31,20,22,26,7623,24293
1771820460,20,20,3,4,22,22,5,6,20,22,3,6,8,9988,28655
1771820520,4,4,2,3,6,6,4,5,5,6,2,3,4,12812,37559
1771820580,3,4,2,2,5,6,3,4,3,6,2,3,4,13173,45121
1771820640,2,3,1,1,4,5,2,2,4,5,1,2,2,4008,47785
1771820700,1,1,1,1,2,3,2,2,2,3,1,1,1,9162,55098
1771820760,1,1,0,0,2,2,1,1,2,2,1,1,1,6928,58370
1771820820,0,0,0,0,1,1,1,1,1,1,1,1,1,3385,61658
1771820880,0,0,0,0,1,1,1,1,1,1,1,1,1,2221,63879
1771820940,0,0,0,0,1,1,1,1,1,1,1,1,1,3004,66252
1771821000,0,0,0,0,1,1,1,1,1,1,1,1,1,3252,69493
