end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1765945860,0,59,0,49,100,100,51,65,51,59,51,59,53,39,30
1765945920,49,60,0,59,65,74,54,64,54,63,54,60,58,93,101
1765945980,59,62,55,62,64,67,64,67,61,61,61,61,61,4,105
1765946040,62,65,57,63,67,75,64,67,64,64,64,64,64,9,114
1765946100,63,64,2,28,67,99,33,33,44,44,44,44,44,31,83
1765946160,28,28,2,15,33,98,19,19,22,29,22,29,27,4,82
1765946220,15,15,2,7,19,98,11,11,11,13,10,13,11,34,109
1765946280,7,9,2,9,11,26,9,12,10,11,10,11,11,58,117
1765946340,9,9,1,1,12,32,11,13,,,,,,0,117
1765946400,1,8,1,2,13,16,4,4,8,8,8,8,8,15,132
1765946460,2,11,2,10,4,16,4,14,7,9,7,9,8,2,132
1765946520,10,11,1,7,14,20,10,10,10,12,7,12,10,151,207
1765946580,7,11,1,7,10,12,8,8,12,12,12,12,12,56,207
1765946640,7,7,1,1,8,8,8,8,7,7,7,7,7,1,208
1765946700,1,1,0,0,8,8,8,8,1,1,1,1,1,5,203
