end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1766224860,34,34,34,34,100,100,60,60,,,,,,0,0
1766224920,34,44,0,28,60,60,29,32,34,34,34,34,34,49,49
1766224980,28,34,15,34,32,42,29,38,29,29,29,29,29,60,60
1766225040,34,45,31,32,38,56,33,44,44,45,36,45,43,231,156
1766225100,32,48,30,36,44,57,38,40,49,50,44,50,48,17,163
1766225160,36,49,29,40,40,52,40,42,,,,,,0,163
1766225220,40,45,23,39,42,57,40,44,42,42,42,42,42,54,163
1766225280,39,39,21,23,44,54,24,25,39,39,25,25,30,40,163
1766225340,23,36,10,35,25,41,24,37,35,37,35,35,36,65,175
1766225400,35,36,35,36,37,40,37,40,,,,,,0,175
1766225460,36,60,36,60,40,97,40,78,50,60,50,60,60,130,297
1766225520,60,86,60,78,78,97,78,96,96,96,96,96,96,20,277
1766225580,78,90,0,73,96,100,78,78,81,81,81,81,81,184,93
1766225640,73,76,0,0,78,100,78,100,,,,,,0,93
1766225700,0,99,0,99,100,100,100,100,,,,,,0,93
