end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1769471160,27,60,27,47,100,100,48,50,40,60,40,51,53,542,392
1769471220,47,47,30,32,50,55,35,37,47,49,32,37,39,3024,2048
1769471280,32,44,29,40,37,47,31,41,37,47,30,41,39,2177,2872
1769471340,40,42,37,39,41,45,38,41,40,44,37,39,40,659,3216
1769471400,39,40,20,23,41,44,22,25,40,42,21,25,29,2605,3664
1769471460,23,24,13,13,25,25,15,15,24,25,14,14,19,2419,4231
1769471520,13,16,9,14,15,19,13,15,14,19,9,15,14,3150,5967
1769471580,14,14,4,4,15,15,5,5,15,15,4,5,8,2990,7181
1769471640,4,5,3,3,5,6,4,4,5,6,3,4,4,1186,7415
1769471700,3,3,1,1,4,4,3,3,4,4,2,3,3,1139,7781
1769471760,1,1,1,1,3,3,2,2,2,2,1,2,2,647,8112
1769471820,1,1,0,0,2,2,1,1,1,1,1,1,1,327,8279
1769471880,0,0,0,0,1,2,1,1,1,2,1,1,1,1466,9303
1769471940,0,0,0,0,1,1,1,1,1,1,1,1,1,466,9696
1769472000,0,0,0,0,1,1,1,1,1,1,1,1,1,142,9838
