end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1772614860,0,54,0,40,50,57,42,42,47,57,41,41,50,5237,4048
1772614920,40,47,36,47,42,49,37,48,42,48,36,48,40,6657,8207
1772614980,47,47,25,28,48,48,26,29,48,48,25,28,32,9159,12785
1772615040,28,30,20,23,29,31,21,24,29,31,20,24,25,7346,15861
1772615100,23,23,17,22,24,25,18,24,23,24,18,24,21,7044,17826
1772615160,22,58,20,58,24,59,21,59,24,59,20,58,43,6859,17881
1772615220,58,82,50,80,59,83,51,81,58,83,51,79,64,21616,13821
1772615280,80,80,28,28,81,81,30,30,81,81,30,30,47,10361,15195
1772615340,28,61,26,53,30,62,27,54,30,61,26,53,44,8378,17200
1772615400,53,64,49,55,54,65,50,57,53,64,49,57,58,8176,17781
1772615460,55,64,42,53,57,71,43,54,56,71,43,53,58,17943,23748
1772615520,53,64,27,42,54,65,28,44,53,63,28,42,41,13804,24936
1772615580,42,68,37,55,44,70,40,58,42,68,41,54,58,11301,24074
1772615640,55,95,55,94,58,97,58,96,56,97,56,95,85,20493,27394
1772615700,95,99,95,99,96,100,96,100,96,99,95,99,98,14929,33524
