end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1766965560,45,45,40,40,100,100,45,58,45,66,40,66,55,204,204
1766965620,40,67,40,67,58,76,44,68,48,67,48,66,66,315,508
1766965680,67,73,64,73,68,76,67,74,66,72,65,72,69,235,435
1766965740,73,80,73,75,74,84,74,77,74,79,74,79,79,248,507
1766965800,75,81,67,81,77,82,68,82,77,82,68,82,76,610,942
1766965860,81,90,81,89,82,95,82,95,85,90,85,85,87,276,1098
1766965920,89,96,89,93,95,100,92,94,95,96,93,94,95,275,1046
1766965980,93,94,79,85,94,97,88,90,94,94,84,84,87,405,1418
1766966040,85,90,81,89,90,94,88,91,,,,,,0,1418
1766966100,89,94,89,94,91,96,91,95,92,96,92,95,95,27,1419
1766966160,94,97,94,97,95,99,95,99,96,97,94,97,95,105,1498
1766966220,97,98,96,98,99,99,98,99,98,99,98,99,99,89,1498
1766966280,98,98,98,98,99,100,99,100,99,99,99,99,99,35,1465
1766966340,98,99,98,99,100,100,99,100,99,99,99,99,99,1,1466
1766966400,99,99,99,99,100,100,100,100,,,,,,0,1466
