end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1770650160,48,58,41,45,100,100,52,67,48,73,41,67,58,968,602
1770650220,45,50,45,47,67,67,66,67,67,67,47,47,54,412,855
1770650280,47,50,29,29,67,80,43,46,49,67,29,29,51,663,1043
1770650340,29,35,20,24,46,46,34,38,29,46,22,34,32,1648,2103
1770650400,24,30,12,21,38,44,28,44,38,44,12,44,27,1108,2721
1770650460,21,30,20,30,44,50,35,38,21,44,21,38,36,890,2938
1770650520,30,30,12,12,38,50,17,17,30,48,12,12,30,752,3300
1770650580,12,12,10,10,17,26,11,11,12,13,10,11,12,684,3591
1770650640,10,10,5,5,11,11,9,9,10,11,5,5,9,273,3494
1770650700,5,5,1,2,9,9,2,6,9,9,2,5,4,1737,4479
1770650760,2,2,1,1,6,8,4,7,2,7,1,1,3,1636,5771
1770650820,1,2,1,1,7,7,2,2,1,7,1,2,2,1266,6464
1770650880,1,1,0,0,2,8,1,1,1,8,1,1,2,1636,7318
1770650940,0,0,0,0,1,1,1,1,1,1,1,1,1,1135,8057
1770651000,0,0,0,0,1,1,1,1,1,1,1,1,1,2712,10767
