end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1773165660,0,49,0,47,99,99,39,50,48,60,37,49,46,9356,4947
1773165720,47,52,41,41,50,53,42,42,50,53,41,41,48,4915,8018
1773165780,40,47,31,37,42,50,32,39,41,49,31,37,42,9873,12415
1773165840,37,58,34,55,39,59,36,57,39,59,34,57,49,5205,14526
1773165900,55,55,38,43,57,57,39,44,57,57,38,43,46,4157,16461
1773165960,43,44,23,39,44,45,24,40,44,44,23,39,34,14976,22047
1773166020,39,54,24,24,40,55,25,26,39,55,25,26,38,6078,23030
1773166080,24,34,17,20,26,35,19,21,26,35,17,21,23,18080,27232
1773166140,20,24,12,13,21,25,13,14,20,25,12,13,17,7046,28475
1773166200,13,14,5,11,14,16,7,12,13,16,6,11,11,13023,31223
1773166260,11,11,4,4,12,12,5,6,11,12,4,4,7,13896,34561
1773166320,4,13,4,8,6,14,5,9,4,14,4,9,9,15872,40923
1773166380,8,19,2,2,9,20,3,3,7,20,2,2,7,27034,52934
1773166440,2,2,0,0,3,3,1,1,3,3,1,1,1,72656,109335
1773166500,0,0,0,0,1,1,1,1,1,1,1,1,1,707,110008
