end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1771194660,0,51,0,36,99,99,35,37,55,55,34,37,42,2029,1930
1771194720,36,44,33,44,37,46,36,46,37,46,34,46,40,8946,6978
1771194780,44,47,38,42,46,49,43,45,46,49,38,45,44,9999,12229
1771194840,42,65,41,65,45,66,44,66,44,65,41,65,58,8619,15129
1771194900,65,65,39,39,66,67,40,40,65,67,40,40,55,9646,18783
1771194960,39,40,27,28,40,41,29,29,40,41,27,29,37,7260,19223
1771195020,28,55,27,55,29,58,29,57,29,57,27,57,40,5343,19583
1771195080,55,57,42,42,57,59,43,44,57,59,42,42,51,6230,22091
1771195140,42,52,40,43,44,54,43,44,41,54,41,42,48,2614,22137
1771195200,43,50,30,50,44,52,33,51,43,50,31,50,38,4528,22080
1771195260,50,50,20,20,51,52,22,22,51,51,20,21,32,8369,23419
1771195320,20,38,12,13,22,42,14,14,22,42,12,14,28,10783,24819
1771195380,13,23,12,17,14,28,13,18,13,26,12,17,18,7674,28871
1771195440,17,17,1,4,18,19,2,5,17,18,1,4,11,9762,34445
1771195500,4,4,0,0,5,5,1,1,3,4,1,1,1,7206,36884
