end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1771110960,46,58,43,55,100,100,47,58,51,58,43,55,53,838,625
1771111020,55,62,52,52,58,63,54,54,55,63,53,53,59,4842,3309
1771111080,52,74,51,71,54,77,53,72,54,75,52,71,62,6230,6563
1771111140,71,76,62,66,72,79,66,68,71,79,63,68,72,9762,11828
1771111200,66,66,26,35,68,68,27,36,68,68,27,36,41,12046,12038
1771111260,35,36,23,23,36,37,26,26,36,37,23,23,32,9406,17373
1771111320,23,35,20,21,26,37,23,24,26,37,21,21,29,5217,20206
1771111380,21,23,7,11,24,24,9,12,24,24,8,11,14,8571,25170
1771111440,11,11,2,3,13,13,3,4,11,13,2,4,4,19460,33528
1771111500,3,6,3,6,4,7,4,7,5,7,3,7,5,9004,37557
1771111560,6,6,2,2,7,9,4,4,7,8,2,4,6,9467,43515
1771111620,2,2,0,0,4,4,1,1,4,4,1,1,2,9009,48379
1771111680,0,1,0,0,1,2,1,1,1,1,1,1,1,4741,52737
1771111740,0,0,0,0,1,1,1,1,1,1,1,1,1,3390,56049
1771111800,0,0,0,0,1,1,1,1,1,1,1,1,1,7462,62598
