end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1770795060,48,51,43,43,52,53,45,45,48,53,45,45,51,2532,2020
1770795120,43,62,40,59,45,63,42,60,46,62,40,60,50,2375,3158
1770795180,59,59,43,43,60,64,46,47,59,64,43,43,51,3459,4181
1770795240,43,56,43,46,47,57,46,49,43,57,43,46,53,5894,7790
1770795300,46,69,46,67,49,70,49,69,49,70,49,69,62,5544,10105
1770795360,67,88,67,85,69,90,69,86,69,88,69,85,81,5620,11347
1770795420,85,90,85,88,86,92,86,89,86,91,86,88,89,6587,13010
1770795480,88,89,82,88,89,91,85,89,89,89,82,88,86,2636,13353
1770795540,88,92,87,92,89,94,89,93,89,94,89,92,92,4942,14757
1770795600,92,93,90,91,93,95,91,92,93,95,91,92,93,3197,15632
1770795660,91,91,70,77,92,92,72,78,91,92,70,77,82,7988,17643
1770795720,77,80,74,74,78,82,76,77,77,81,75,76,79,4613,18380
1770795780,74,89,72,89,77,90,75,90,75,90,75,90,82,7895,22286
1770795840,89,99,89,99,90,100,90,100,91,99,91,99,97,17011,29463
1770795900,99,99,99,99,100,100,100,100,99,99,99,99,99,373,29461
