ticker,result,open_time,close_time
KXBTC15M-26FEB250200-00,no,2026-02-25T06:45:00Z,2026-02-25T07:00:00Z
KXBTC15M-26FEB250145-45,yes,2026-02-25T06:30:00Z,2026-02-25T06:45:00Z
KXBTC15M-26FEB250130-30,yes,2026-02-25T06:15:00Z,2026-02-25T06:30:00Z
KXBTC15M-26FEB250115-15,yes,2026-02-25T06:00:00Z,2026-02-25T06:15:00Z
KXBTC15M-26FEB250100-00,yes,2026-02-25T05:45:00Z,2026-02-25T06:00:00Z
KXBTC15M-26FEB250045-45,no,2026-02-25T05:30:00Z,2026-02-25T05:45:00Z
KXBTC15M-26FEB250030-30,no,2026-02-25T05:15:00Z,2026-02-25T05:30:00Z
KXBTC15M-26FEB250015-15,no,2026-02-25T05:00:00Z,2026-02-25T05:15:00Z
KXBTC15M-26FEB250000-00,no,2026-02-25T04:45:00Z,2026-02-25T05:00:00Z
KXBTC15M-26FEB242345-45,yes,2026-02-25T04:30:00Z,2026-02-25T04:45:00Z
KXBTC15M-26FEB242330-30,yes,2026-02-25T04:15:00Z,2026-02-25T04:30:00Z
KXBTC15M-26FEB242315-15,yes,2026-02-25T04:00:00Z,2026-02-25T04:15:00Z
KXBTC15M-26FEB242300-00,no,2026-02-25T03:45:00Z,2026-02-25T04:00:00Z
KXBTC15M-26FEB242245-45,no,2026-02-25T03:30:00Z,2026-02-25T03:45:00Z
KXBTC15M-26FEB242230-30,no,2026-02-25T03:15:00Z,2026-02-25T03:30:00Z
KXBTC15M-26FEB242215-15,no,2026-02-25T03:00:00Z,2026-02-25T03:15:00Z
KXBTC15M-26FEB242200-00,no,2026-02-25T02:45:00Z,2026-02-25T03:00:00Z
KXBTC15M-26FEB242145-45,no,2026-02-25T02:30:00Z,2026-02-25T02:45:00Z
KXBTC15M-26FEB242130-30,no,2026-02-25T02:15:00Z,2026-02-25T02:30:00Z
KXBTC15M-26FEB242115-15,yes,2026-02-25T02:00:00Z,2026-02-25T02:15:00Z
KXBTC15M-26FEB242100-00,yes,2026-02-25T01:45:00Z,2026-02-25T02:00:00Z
KXBTC15M-26FEB242045-45,no,2026-02-25T01:30:00Z,2026-02-25T01:45:00Z
KXBTC15M-26FEB242030-30,yes,2026-02-25T01:15:00Z,2026-02-25T01:30:00Z
KXBTC15M-26FEB242015-15,yes,2026-02-25T01:00:00Z,2026-02-25T01:15:00Z
KXBTC15M-26FEB242000-00,yes,2026-02-25T00:45:00Z,2026-02-25T01:00:00Z
KXBTC15M-26FEB241945-45,yes,2026-02-25T00:30:00Z,2026-02-25T00:45:00Z
KXBTC15M-26FEB241930-30,yes,2026-02-25T00:15:00Z,2026-02-25T00:30:00Z
KXBTC15M-26FEB241915-15,no,2026-02-25T00:00:00Z,2026-02-25T00:15:00Z
KXBTC15M-26FEB241900-00,no,2026-02-24T23:45:00Z,2026-02-25T00:00:00Z
KXBTC15M-26FEB241845-45,no,2026-02-24T23:30:00Z,2026-02-24T23:45:00Z
KXBTC15M-26FEB241830-30,yes,2026-02-24T23:15:00Z,2026-02-24T23:30:00Z
KXBTC15M-26FEB241815-15,no,2026-02-24T23:00:00Z,2026-02-24T23:15:00Z
KXBTC15M-26FEB241800-00,yes,2026-02-24T22:45:00Z,2026-02-24T23:00:00Z
KXBTC15M-26FEB241745-45,no,2026-02-24T22:30:00Z,2026-02-24T22:45:00Z
KXBTC15M-26FEB241730-30,no,2026-02-24T22:15:00Z,2026-02-24T22:30:00Z
KXBTC15M-26FEB241715-15,yes,2026-02-24T22:00:00Z,2026-02-24T22:15:00Z
KXBTC15M-26FEB241700-00,yes,2026-02-24T21:45:00Z,2026-02-24T22:00:00Z
KXBTC15M-26FEB241645-45,yes,2026-02-24T21:30:00Z,2026-02-24T21:45:00Z
KXBTC15M-26FEB241630-30,no,2026-02-24T21:15:00Z,2026-02-24T21:30:00Z
KXBTC15M-26FEB241615-15,no,2026-02-24T21:00:00Z,2026-02-24T21:15:00Z
KXBTC15M-26FEB241600-00,no,2026-02-24T20:45:00Z,2026-02-24T21:00:00Z
KXBTC15M-26FEB241545-45,yes,2026-02-24T20:30:00Z,2026-02-24T20:45:00Z
KXBTC15M-26FEB241530-30,yes,2026-02-24T20:15:00Z,2026-02-24T20:30:00Z
KXBTC15M-26FEB241515-15,no,2026-02-24T20:00:00Z,2026-02-24T20:15:00Z
KXBTC15M-26FEB241500-00,no,2026-02-24T19:45:00Z,2026-02-24T20:00:00Z
KXBTC15M-26FEB241445-45,yes,2026-02-24T19:30:00Z,2026-02-24T19:45:00Z
KXBTC15M-26FEB241430-30,yes,2026-02-24T19:15:00Z,2026-02-24T19:30:00Z
KXBTC15M-26FEB241415-15,no,2026-02-24T19:00:00Z,2026-02-24T19:15:00Z
KXBTC15M-26FEB241400-00,yes,2026-02-24T18:45:00Z,2026-02-24T19:00:00Z
KXBTC15M-26FEB241345-45,yes,2026-02-24T18:30:00Z,2026-02-24T18:45:00Z
KXBTC15M-26FEB241330-30,yes,2026-02-24T18:15:00Z,2026-02-24T18:30:00Z
KXBTC15M-26FEB241315-15,no,2026-02-24T18:00:00Z,2026-02-24T18:15:00Z
KXBTC15M-26FEB241300-00,yes,2026-02-24T17:45:00Z,2026-02-24T18:00:00Z
KXBTC15M-26FEB241245-45,no,2026-02-24T17:30:00Z,2026-02-24T17:45:00Z
KXBTC15M-26FEB241230-30,no,2026-02-24T17:15:00Z,2026-02-24T17:30:00Z
KXBTC15M-26FEB241215-15,yes,2026-02-24T17:00:00Z,2026-02-24T17:15:00Z
KXBTC15M-26FEB241200-00,yes,2026-02-24T16:45:00Z,2026-02-24T17:00:00Z
KXBTC15M-26FEB241145-45,yes,2026-02-24T16:30:00Z,2026-02-24T16:45:00Z
KXBTC15M-26FEB241130-30,no,2026-02-24T16:15:00Z,2026-02-24T16:30:00Z
KXBTC15M-26FEB241115-15,yes,2026-02-24T16:00:00Z,2026-02-24T16:15:00Z
KXBTC15M-26FEB241100-00,yes,2026-02-24T15:45:00Z,2026-02-24T16:00:00Z
KXBTC15M-26FEB241045-45,no,2026-02-24T15:30:00Z,2026-02-24T15:45:00Z
KXBTC15M-26FEB241030-30,yes,2026-02-24T15:15:00Z,2026-02-24T15:30:00Z
KXBTC15M-26FEB241015-15,yes,2026-02-24T15:00:00Z,2026-02-24T15:15:00Z
KXBTC15M-26FEB241000-00,yes,2026-02-24T14:45:00Z,2026-02-24T15:00:00Z
KXBTC15M-26FEB240945-45,yes,2026-02-24T14:30:00Z,2026-02-24T14:45:00Z
KXBTC15M-26FEB240930-30,yes,2026-02-24T14:15:00Z,2026-02-24T14:30:00Z
KXBTC15M-26FEB240915-15,no,2026-02-24T14:00:00Z,2026-02-24T14:15:00Z
KXBTC15M-26FEB240900-00,no,2026-02-24T13:45:00Z,2026-02-24T14:00:00Z
KXBTC15M-26FEB240845-45,yes,2026-02-24T13:30:00Z,2026-02-24T13:45:00Z
KXBTC15M-26FEB240830-30,no,2026-02-24T13:15:00Z,2026-02-24T13:30:00Z
KXBTC15M-26FEB240815-15,yes,2026-02-24T13:00:00Z,2026-02-24T13:15:00Z
KXBTC15M-26FEB240800-00,no,2026-02-24T12:45:00Z,2026-02-24T13:00:00Z
KXBTC15M-26FEB240745-45,no,2026-02-24T12:30:00Z,2026-02-24T12:45:00Z
KXBTC15M-26FEB240730-30,yes,2026-02-24T12:15:00Z,2026-02-24T12:30:00Z
KXBTC15M-26FEB240715-15,yes,2026-02-24T12:00:00Z,2026-02-24T12:15:00Z
KXBTC15M-26FEB240700-00,yes,2026-02-24T11:45:00Z,2026-02-24T12:00:00Z
KXBTC15M-26FEB240645-45,yes,2026-02-24T11:30:00Z,2026-02-24T11:45:00Z
KXBTC15M-26FEB240630-30,no,2026-02-24T11:15:00Z,2026-02-24T11:30:00Z
KXBTC15M-26FEB240615-15,no,2026-02-24T11:00:00Z,2026-02-24T11:15:00Z
KXBTC15M-26FEB240600-00,yes,2026-02-24T10:45:00Z,2026-02-24T11:00:00Z
KXBTC15M-26FEB240545-45,no,2026-02-24T10:30:00Z,2026-02-24T10:45:00Z
KXBTC15M-26FEB240530-30,yes,2026-02-24T10:15:00Z,2026-02-24T10:30:00Z
KXBTC15M-26FEB240515-15,no,2026-02-24T10:00:00Z,2026-02-24T10:15:00Z
KXBTC15M-26FEB240500-00,yes,2026-02-24T09:45:00Z,2026-02-24T10:00:00Z
KXBTC15M-26FEB240445-45,yes,2026-02-24T09:30:00Z,2026-02-24T09:45:00Z
KXBTC15M-26FEB240430-30,no,2026-02-24T09:15:00Z,2026-02-24T09:30:00Z
KXBTC15M-26FEB240415-15,no,2026-02-24T09:00:00Z,2026-02-24T09:15:00Z
KXBTC15M-26FEB240400-00,yes,2026-02-24T08:45:00Z,2026-02-24T09:00:00Z
KXBTC15M-26FEB240345-45,yes,2026-02-24T08:30:00Z,2026-02-24T08:45:00Z
KXBTC15M-26FEB240330-30,yes,2026-02-24T08:15:00Z,2026-02-24T08:30:00Z
KXBTC15M-26FEB240315-15,yes,2026-02-24T08:00:00Z,2026-02-24T08:15:00Z
KXBTC15M-26FEB240300-00,yes,2026-02-24T07:45:00Z,2026-02-24T08:00:00Z
KXBTC15M-26FEB240245-45,no,2026-02-24T07:30:00Z,2026-02-24T07:45:00Z
KXBTC15M-26FEB240230-30,no,2026-02-24T07:15:00Z,2026-02-24T07:30:00Z
KXBTC15M-26FEB240215-15,yes,2026-02-24T07:00:00Z,2026-02-24T07:15:00Z
KXBTC15M-26FEB240200-00,no,2026-02-24T06:45:00Z,2026-02-24T07:00:00Z
KXBTC15M-26FEB240145-45,yes,2026-02-24T06:30:00Z,2026-02-24T06:45:00Z
KXBTC15M-26FEB240130-30,yes,2026-02-24T06:15:00Z,2026-02-24T06:30:00Z
KXBTC15M-26FEB240115-15,yes,2026-02-24T06:00:00Z,2026-02-24T06:15:00Z
KXBTC15M-26FEB240100-00,yes,2026-02-24T05:45:00Z,2026-02-24T06:00:00Z
KXBTC15M-26FEB240045-45,yes,2026-02-24T05:30:00Z,2026-02-24T05:45:00Z
KXBTC15M-26FEB240030-30,no,2026-02-24T05:15:00Z,2026-02-24T05:30:00Z
KXBTC15M-26FEB240015-15,yes,2026-02-24T05:00:00Z,2026-02-24T05:15:00Z
KXBTC15M-26FEB240000-00,yes,2026-02-24T04:45:00Z,2026-02-24T05:00:00Z
KXBTC15M-26FEB232345-45,yes,2026-02-24T04:30:00Z,2026-02-24T04:45:00Z
KXBTC15M-26FEB232330-30,yes,2026-02-24T04:15:00Z,2026-02-24T04:30:00Z
KXBTC15M-26FEB232315-15,no,2026-02-24T04:00:00Z,2026-02-24T04:15:00Z
KXBTC15M-26FEB232300-00,no,2026-02-24T03:45:00Z,2026-02-24T04:00:00Z
KXBTC15M-26FEB232245-45,no,2026-02-24T03:30:00Z,2026-02-24T03:45:00Z
KXBTC15M-26FEB232230-30,yes,2026-02-24T03:15:00Z,2026-02-24T03:30:00Z
KXBTC15M-26FEB232215-15,no,2026-02-24T03:00:00Z,2026-02-24T03:15:00Z
KXBTC15M-26FEB232200-00,no,2026-02-24T02:45:00Z,2026-02-24T03:00:00Z
KXBTC15M-26FEB232145-45,no,2026-02-24T02:30:00Z,2026-02-24T02:45:00Z
KXBTC15M-26FEB232130-30,yes,2026-02-24T02:15:00Z,2026-02-24T02:30:00Z
KXBTC15M-26FEB232115-15,yes,2026-02-24T02:00:00Z,2026-02-24T02:15:00Z
KXBTC15M-26FEB232100-00,no,2026-02-24T01:45:00Z,2026-02-24T02:00:00Z
KXBTC15M-26FEB232045-45,no,2026-02-24T01:30:00Z,2026-02-24T01:45:00Z
KXBTC15M-26FEB232030-30,yes,2026-02-24T01:15:00Z,2026-02-24T01:30:00Z
KXBTC15M-26FEB232015-15,no,2026-02-24T01:00:00Z,2026-02-24T01:15:00Z
KXBTC15M-26FEB232000-00,yes,2026-02-24T00:45:00Z,2026-02-24T01:00:00Z
KXBTC15M-26FEB231945-45,yes,2026-02-24T00:30:00Z,2026-02-24T00:45:00Z
KXBTC15M-26FEB231930-30,no,2026-02-24T00:15:00Z,2026-02-24T00:30:00Z
KXBTC15M-26FEB231915-15,yes,2026-02-24T00:00:00Z,2026-02-24T00:15:00Z
KXBTC15M-26FEB231900-00,yes,2026-02-23T23:45:00Z,2026-02-24T00:00:00Z
KXBTC15M-26FEB231845-45,no,2026-02-23T23:30:00Z,2026-02-23T23:45:00Z
KXBTC15M-26FEB231830-30,no,2026-02-23T23:15:00Z,2026-02-23T23:30:00Z
KXBTC15M-26FEB231815-15,yes,2026-02-23T23:00:00Z,2026-02-23T23:15:00Z
KXBTC15M-26FEB231800-00,no,2026-02-23T22:45:00Z,2026-02-23T23:00:00Z
KXBTC15M-26FEB231745-45,no,2026-02-23T22:30:00Z,2026-02-23T22:45:00Z
KXBTC15M-26FEB231730-30,no,2026-02-23T22:15:00Z,2026-02-23T22:30:00Z
KXBTC15M-26FEB231715-15,yes,2026-02-23T22:00:00Z,2026-02-23T22:15:00Z
KXBTC15M-26FEB231700-00,no,2026-02-23T21:45:00Z,2026-02-23T22:00:00Z
KXBTC15M-26FEB231645-45,yes,2026-02-23T21:30:00Z,2026-02-23T21:45:00Z
KXBTC15M-26FEB231630-30,no,2026-02-23T21:15:00Z,2026-02-23T21:30:00Z
KXBTC15M-26FEB231615-15,yes,2026-02-23T21:00:00Z,2026-02-23T21:15:00Z
KXBTC15M-26FEB231600-00,yes,2026-02-23T20:45:00Z,2026-02-23T21:00:00Z
KXBTC15M-26FEB231545-45,yes,2026-02-23T20:30:00Z,2026-02-23T20:45:00Z
KXBTC15M-26FEB231530-30,yes,2026-02-23T20:15:00Z,2026-02-23T20:30:00Z
KXBTC15M-26FEB231515-15,no,2026-02-23T20:00:00Z,2026-02-23T20:15:00Z
KXBTC15M-26FEB231500-00,yes,2026-02-23T19:45:00Z,2026-02-23T20:00:00Z
KXBTC15M-26FEB231445-45,no,2026-02-23T19:30:00Z,2026-02-23T19:45:00Z
KXBTC15M-26FEB231430-30,no,2026-02-23T19:15:00Z,2026-02-23T19:30:00Z
KXBTC15M-26FEB231415-15,yes,2026-02-23T19:00:00Z,2026-02-23T19:15:00Z
KXBTC15M-26FEB231400-00,no,2026-02-23T18:45:00Z,2026-02-23T19:00:00Z
KXBTC15M-26FEB231345-45,yes,2026-02-23T18:30:00Z,2026-02-23T18:45:00Z
KXBTC15M-26FEB231330-30,yes,2026-02-23T18:15:00Z,2026-02-23T18:30:00Z
KXBTC15M-26FEB231315-15,yes,2026-02-23T18:00:00Z,2026-02-23T18:15:00Z
KXBTC15M-26FEB231300-00,yes,2026-02-23T17:45:00Z,2026-02-23T18:00:00Z
KXBTC15M-26FEB231245-45,no,2026-02-23T17:30:00Z,2026-02-23T17:45:00Z
KXBTC15M-26FEB231230-30,no,2026-02-23T17:15:00Z,2026-02-23T17:30:00Z
KXBTC15M-26FEB231215-15,no,2026-02-23T17:00:00Z,2026-02-23T17:15:00Z
KXBTC15M-26FEB231200-00,no,2026-02-23T16:45:00Z,2026-02-23T17:00:00Z
KXBTC15M-26FEB231145-45,no,2026-02-23T16:30:00Z,2026-02-23T16:45:00Z
KXBTC15M-26FEB231130-30,yes,2026-02-23T16:15:00Z,2026-02-23T16:30:00Z
KXBTC15M-26FEB231115-15,no,2026-02-23T16:00:00Z,2026-02-23T16:15:00Z
KXBTC15M-26FEB231100-00,no,2026-02-23T15:45:00Z,2026-02-23T16:00:00Z
KXBTC15M-26FEB231045-45,yes,2026-02-23T15:30:00Z,2026-02-23T15:45:00Z
KXBTC15M-26FEB231030-30,no,2026-02-23T15:15:00Z,2026-02-23T15:30:00Z
KXBTC15M-26FEB231015-15,yes,2026-02-23T15:00:00Z,2026-02-23T15:15:00Z
KXBTC15M-26FEB231000-00,yes,2026-02-23T14:45:00Z,2026-02-23T15:00:00Z
KXBTC15M-26FEB230945-45,no,2026-02-23T14:30:00Z,2026-02-23T14:45:00Z
KXBTC15M-26FEB230930-30,no,2026-02-23T14:15:00Z,2026-02-23T14:30:00Z
KXBTC15M-26FEB230915-15,yes,2026-02-23T14:00:00Z,2026-02-23T14:15:00Z
KXBTC15M-26FEB230900-00,no,2026-02-23T13:45:00Z,2026-02-23T14:00:00Z
KXBTC15M-26FEB230845-45,yes,2026-02-23T13:30:00Z,2026-02-23T13:45:00Z
KXBTC15M-26FEB230830-30,yes,2026-02-23T13:15:00Z,2026-02-23T13:30:00Z
KXBTC15M-26FEB230815-15,no,2026-02-23T13:00:00Z,2026-02-23T13:15:00Z
KXBTC15M-26FEB230800-00,no,2026-02-23T12:45:00Z,2026-02-23T13:00:00Z
KXBTC15M-26FEB230745-45,yes,2026-02-23T12:30:00Z,2026-02-23T12:45:00Z
KXBTC15M-26FEB230730-30,no,2026-02-23T12:15:00Z,2026-02-23T12:30:00Z
KXBTC15M-26FEB230715-15,yes,2026-02-23T12:00:00Z,2026-02-23T12:15:00Z
KXBTC15M-26FEB230700-00,yes,2026-02-23T11:45:00Z,2026-02-23T12:00:00Z
KXBTC15M-26FEB230645-45,no,2026-02-23T11:30:00Z,2026-02-23T11:45:00Z
KXBTC15M-26FEB230630-30,no,2026-02-23T11:15:00Z,2026-02-23T11:30:00Z
KXBTC15M-26FEB230615-15,yes,2026-02-23T11:00:00Z,2026-02-23T11:15:00Z
KXBTC15M-26FEB230600-00,no,2026-02-23T10:45:00Z,2026-02-23T11:00:00Z
KXBTC15M-26FEB230545-45,no,2026-02-23T10:30:00Z,2026-02-23T10:45:00Z
KXBTC15M-26FEB230530-30,yes,2026-02-23T10:15:00Z,2026-02-23T10:30:00Z
KXBTC15M-26FEB230515-15,no,2026-02-23T10:00:00Z,2026-02-23T10:15:00Z
KXBTC15M-26FEB230500-00,yes,2026-02-23T09:45:00Z,2026-02-23T10:00:00Z
KXBTC15M-26FEB230445-45,yes,2026-02-23T09:30:00Z,2026-02-23T09:45:00Z
KXBTC15M-26FEB230430-30,yes,2026-02-23T09:15:00Z,2026-02-23T09:30:00Z
KXBTC15M-26FEB230415-15,yes,2026-02-23T09:00:00Z,2026-02-23T09:15:00Z
KXBTC15M-26FEB230400-00,yes,2026-02-23T08:45:00Z,2026-02-23T09:00:00Z
KXBTC15M-26FEB230345-45,no,2026-02-23T08:30:00Z,2026-02-23T08:45:00Z
KXBTC15M-26FEB230330-30,no,2026-02-23T08:15:00Z,2026-02-23T08:30:00Z
KXBTC15M-26FEB230315-15,no,2026-02-23T08:00:00Z,2026-02-23T08:15:00Z
KXBTC15M-26FEB230300-00,yes,2026-02-23T07:45:00Z,2026-02-23T08:00:00Z
KXBTC15M-26FEB230245-45,yes,2026-02-23T07:30:00Z,2026-02-23T07:45:00Z
KXBTC15M-26FEB230230-30,no,2026-02-23T07:15:00Z,2026-02-23T07:30:00Z
KXBTC15M-26FEB230215-15,yes,2026-02-23T07:00:00Z,2026-02-23T07:15:00Z
KXBTC15M-26FEB230200-00,yes,2026-02-23T06:45:00Z,2026-02-23T07:00:00Z
KXBTC15M-26FEB230145-45,yes,2026-02-23T06:30:00Z,2026-02-23T06:45:00Z
KXBTC15M-26FEB230130-30,no,2026-02-23T06:15:00Z,2026-02-23T06:30:00Z
KXBTC15M-26FEB230115-15,yes,2026-02-23T06:00:00Z,2026-02-23T06:15:00Z
KXBTC15M-26FEB230100-00,yes,2026-02-23T05:45:00Z,2026-02-23T06:00:00Z
KXBTC15M-26FEB230045-45,yes,2026-02-23T05:30:00Z,2026-02-23T05:45:00Z
KXBTC15M-26FEB230030-30,no,2026-02-23T05:15:00Z,2026-02-23T05:30:00Z
KXBTC15M-26FEB230015-15,yes,2026-02-23T05:00:00Z,2026-02-23T05:15:00Z
KXBTC15M-26FEB230000-00,yes,2026-02-23T04:45:00Z,2026-02-23T05:00:00Z
KXBTC15M-26FEB222345-45,no,2026-02-23T04:30:00Z,2026-02-23T04:45:00Z
KXBTC15M-26FEB222330-30,no,2026-02-23T04:15:00Z,2026-02-23T04:30:00Z
KXBTC15M-26FEB222315-15,yes,2026-02-23T04:00:00Z,2026-02-23T04:15:00Z
KXBTC15M-26FEB222300-00,no,2026-02-23T03:45:00Z,2026-02-23T04:00:00Z
KXBTC15M-26FEB222245-45,yes,2026-02-23T03:30:00Z,2026-02-23T03:45:00Z
KXBTC15M-26FEB222230-30,no,2026-02-23T03:15:00Z,2026-02-23T03:30:00Z
KXBTC15M-26FEB222215-15,yes,2026-02-23T03:00:00Z,2026-02-23T03:15:00Z
KXBTC15M-26FEB222200-00,no,2026-02-23T02:45:00Z,2026-02-23T03:00:00Z
KXBTC15M-26FEB222145-45,yes,2026-02-23T02:30:00Z,2026-02-23T02:45:00Z
KXBTC15M-26FEB222130-30,no,2026-02-23T02:15:00Z,2026-02-23T02:30:00Z
KXBTC15M-26FEB222115-15,yes,2026-02-23T02:00:00Z,2026-02-23T02:15:00Z
KXBTC15M-26FEB222100-00,no,2026-02-23T01:45:00Z,2026-02-23T02:00:00Z
KXBTC15M-26FEB222045-45,yes,2026-02-23T01:30:00Z,2026-02-23T01:45:00Z
KXBTC15M-26FEB222030-30,no,2026-02-23T01:15:00Z,2026-02-23T01:30:00Z
KXBTC15M-26FEB222015-15,no,2026-02-23T01:00:00Z,2026-02-23T01:15:00Z
KXBTC15M-26FEB222000-00,no,2026-02-23T00:45:00Z,2026-02-23T01:00:00Z
KXBTC15M-26FEB221945-45,no,2026-02-23T00:30:00Z,2026-02-23T00:45:00Z
KXBTC15M-26FEB221930-30,no,2026-02-23T00:15:00Z,2026-02-23T00:30:00Z
KXBTC15M-26FEB221915-15,no,2026-02-23T00:00:00Z,2026-02-23T00:15:00Z
KXBTC15M-26FEB221900-00,yes,2026-02-22T23:45:00Z,2026-02-23T00:00:00Z
KXBTC15M-26FEB221845-45,no,2026-02-22T23:30:00Z,2026-02-22T23:45:00Z
KXBTC15M-26FEB221830-30,yes,2026-02-22T23:15:00Z,2026-02-22T23:30:00Z
KXBTC15M-26FEB221815-15,no,2026-02-22T23:00:00Z,2026-02-22T23:15:00Z
KXBTC15M-26FEB221800-00,no,2026-02-22T22:45:00Z,2026-02-22T23:00:00Z
KXBTC15M-26FEB221745-45,yes,2026-02-22T22:30:00Z,2026-02-22T22:45:00Z
KXBTC15M-26FEB221730-30,yes,2026-02-22T22:15:00Z,2026-02-22T22:30:00Z
KXBTC15M-26FEB221715-15,no,2026-02-22T22:00:00Z,2026-02-22T22:15:00Z
KXBTC15M-26FEB221700-00,yes,2026-02-22T21:45:00Z,2026-02-22T22:00:00Z
KXBTC15M-26FEB221645-45,yes,2026-02-22T21:30:00Z,2026-02-22T21:45:00Z
KXBTC15M-26FEB221630-30,yes,2026-02-22T21:15:00Z,2026-02-22T21:30:00Z
KXBTC15M-26FEB221615-15,yes,2026-02-22T21:00:00Z,2026-02-22T21:15:00Z
KXBTC15M-26FEB221600-00,no,2026-02-22T20:45:00Z,2026-02-22T21:00:00Z
KXBTC15M-26FEB221545-45,no,2026-02-22T20:30:00Z,2026-02-22T20:45:00Z
KXBTC15M-26FEB221530-30,yes,2026-02-22T20:15:00Z,2026-02-22T20:30:00Z
KXBTC15M-26FEB221515-15,no,2026-02-22T20:00:00Z,2026-02-22T20:15:00Z
KXBTC15M-26FEB221500-00,no,2026-02-22T19:45:00Z,2026-02-22T20:00:00Z
KXBTC15M-26FEB221445-45,yes,2026-02-22T19:30:00Z,2026-02-22T19:45:00Z
KXBTC15M-26FEB221430-30,no,2026-02-22T19:15:00Z,2026-02-22T19:30:00Z
KXBTC15M-26FEB221415-15,no,2026-02-22T19:00:00Z,2026-02-22T19:15:00Z
KXBTC15M-26FEB221400-00,yes,2026-02-22T18:45:00Z,2026-02-22T19:00:00Z
KXBTC15M-26FEB221345-45,yes,2026-02-22T18:30:00Z,2026-02-22T18:45:00Z
KXBTC15M-26FEB221330-30,no,2026-02-22T18:15:00Z,2026-02-22T18:30:00Z
KXBTC15M-26FEB221315-15,yes,2026-02-22T18:00:00Z,2026-02-22T18:15:00Z
KXBTC15M-26FEB221300-00,yes,2026-02-22T17:45:00Z,2026-02-22T18:00:00Z
KXBTC15M-26FEB221245-45,no,2026-02-22T17:30:00Z,2026-02-22T17:45:00Z
KXBTC15M-26FEB221230-30,no,2026-02-22T17:15:00Z,2026-02-22T17:30:00Z
KXBTC15M-26FEB221215-15,no,2026-02-22T17:00:00Z,2026-02-22T17:15:00Z
KXBTC15M-26FEB221200-00,yes,2026-02-22T16:45:00Z,2026-02-22T17:00:00Z
KXBTC15M-26FEB221145-45,yes,2026-02-22T16:30:00Z,2026-02-22T16:45:00Z
KXBTC15M-26FEB221130-30,no,2026-02-22T16:15:00Z,2026-02-22T16:30:00Z
KXBTC15M-26FEB221115-15,no,2026-02-22T16:00:00Z,2026-02-22T16:15:00Z
KXBTC15M-26FEB221100-00,no,2026-02-22T15:45:00Z,2026-02-22T16:00:00Z
KXBTC15M-26FEB221045-45,yes,2026-02-22T15:30:00Z,2026-02-22T15:45:00Z
KXBTC15M-26FEB221030-30,yes,2026-02-22T15:15:00Z,2026-02-22T15:30:00Z
KXBTC15M-26FEB221015-15,no,2026-02-22T15:00:00Z,2026-02-22T15:15:00Z
KXBTC15M-26FEB221000-00,no,2026-02-22T14:45:00Z,2026-02-22T15:00:00Z
KXBTC15M-26FEB220945-45,no,2026-02-22T14:30:00Z,2026-02-22T14:45:00Z
KXBTC15M-26FEB220930-30,no,2026-02-22T14:15:00Z,2026-02-22T14:30:00Z
KXBTC15M-26FEB220915-15,no,2026-02-22T14:00:00Z,2026-02-22T14:15:00Z
KXBTC15M-26FEB220900-00,yes,2026-02-22T13:45:00Z,2026-02-22T14:00:00Z
KXBTC15M-26FEB220845-45,no,2026-02-22T13:30:00Z,2026-02-22T13:45:00Z
KXBTC15M-26FEB220830-30,no,2026-02-22T13:15:00Z,2026-02-22T13:30:00Z
KXBTC15M-26FEB220815-15,yes,2026-02-22T13:00:00Z,2026-02-22T13:15:00Z
KXBTC15M-26FEB220800-00,yes,2026-02-22T12:45:00Z,2026-02-22T13:00:00Z
KXBTC15M-26FEB220745-45,no,2026-02-22T12:30:00Z,2026-02-22T12:45:00Z
KXBTC15M-26FEB220730-30,yes,2026-02-22T12:15:00Z,2026-02-22T12:30:00Z
KXBTC15M-26FEB220715-15,no,2026-02-22T12:00:00Z,2026-02-22T12:15:00Z
KXBTC15M-26FEB220700-00,yes,2026-02-22T11:45:00Z,2026-02-22T12:00:00Z
KXBTC15M-26FEB220645-45,no,2026-02-22T11:30:00Z,2026-02-22T11:45:00Z
KXBTC15M-26FEB220630-30,yes,2026-02-22T11:15:00Z,2026-02-22T11:30:00Z
KXBTC15M-26FEB220615-15,yes,2026-02-22T11:00:00Z,2026-02-22T11:15:00Z
KXBTC15M-26FEB220600-00,yes,2026-02-22T10:45:00Z,2026-02-22T11:00:00Z
KXBTC15M-26FEB220545-45,yes,2026-02-22T10:30:00Z,2026-02-22T10:45:00Z
KXBTC15M-26FEB220530-30,yes,2026-02-22T10:15:00Z,2026-02-22T10:30:00Z
KXBTC15M-26FEB220515-15,no,2026-02-22T10:00:00Z,2026-02-22T10:15:00Z
KXBTC15M-26FEB220500-00,yes,2026-02-22T09:45:00Z,2026-02-22T10:00:00Z
KXBTC15M-26FEB220445-45,yes,2026-02-22T09:30:00Z,2026-02-22T09:45:00Z
KXBTC15M-26FEB220430-30,yes,2026-02-22T09:15:00Z,2026-02-22T09:30:00Z
KXBTC15M-26FEB220415-15,yes,2026-02-22T09:00:00Z,2026-02-22T09:15:00Z
KXBTC15M-26FEB220400-00,yes,2026-02-22T08:45:00Z,2026-02-22T09:00:00Z
KXBTC15M-26FEB220345-45,yes,2026-02-22T08:30:00Z,2026-02-22T08:45:00Z
