end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1772852460,0,62,0,54,99,99,45,56,45,63,45,54,54,8959,7330
1772852520,54,70,52,70,56,71,54,71,56,70,52,70,60,6492,10521
1772852580,70,76,63,64,71,77,65,66,70,76,63,64,68,9933,15814
1772852640,64,64,51,60,66,67,53,61,64,67,52,60,55,4365,18467
1772852700,60,64,42,58,61,65,43,59,61,64,42,59,52,19018,19265
1772852760,58,64,52,62,59,66,53,63,58,66,53,63,59,8346,21112
1772852820,62,69,53,59,63,70,55,60,63,70,53,59,62,5632,22543
1772852880,59,81,58,81,60,82,59,82,61,82,58,82,75,12513,29287
1772852940,81,90,75,85,82,91,80,86,81,91,75,85,82,16752,34987
1772853000,85,85,62,83,86,87,63,84,86,87,63,83,76,9283,35525
1772853060,83,83,64,69,84,84,66,73,83,83,65,73,73,10241,36877
1772853120,69,76,66,76,73,83,67,77,73,83,66,76,73,13484,40313
1772853180,76,88,75,84,77,89,76,86,77,89,75,85,81,26875,52779
1772853240,84,99,84,99,86,100,85,100,86,99,84,99,97,53603,68555
1772853300,99,99,99,99,100,100,100,100,99,99,99,99,99,7238,74748
