end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1766321160,10,58,0,55,100,100,50,57,52,61,29,57,56,395,311
1766321220,55,55,25,34,57,57,48,53,56,56,29,53,51,376,631
1766321280,34,50,14,35,53,59,50,59,50,55,27,55,51,279,883
1766321340,35,36,34,36,59,62,52,61,52,61,35,59,58,176,1058
1766321400,36,36,26,31,61,61,51,54,60,61,33,54,46,695,1750
1766321460,31,49,24,41,54,70,48,50,54,60,49,51,53,422,2164
1766321520,41,45,11,16,50,58,47,47,50,54,44,47,50,517,2664
1766321580,16,34,12,16,47,58,44,45,47,53,26,44,50,389,3050
1766321640,16,27,15,24,45,45,37,43,44,44,16,24,40,396,3414
1766321700,24,28,7,22,43,50,34,34,22,39,22,35,36,385,3789
1766321760,22,29,11,11,34,35,26,27,33,34,27,27,32,412,4176
1766321820,11,18,3,4,27,37,6,19,27,27,5,5,15,349,4308
1766321880,4,20,1,2,19,25,9,21,13,21,13,21,16,385,4687
1766321940,2,2,2,2,21,100,18,90,19,22,18,22,19,173,4860
1766322000,2,2,0,0,90,100,90,100,90,90,2,2,79,285,5110
