end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1768491960,0,59,0,57,93,93,61,61,70,71,57,57,68,102,92
1768492020,57,61,24,24,61,71,25,25,61,63,24,24,34,694,234
1768492080,24,25,16,22,25,28,18,24,24,25,17,22,20,365,322
1768492140,22,24,11,11,24,27,14,14,22,25,11,14,17,440,689
1768492200,11,12,7,8,14,17,8,10,14,17,8,10,12,485,971
1768492260,8,26,8,25,10,29,10,29,8,25,8,25,15,655,1144
1768492320,25,30,13,14,29,35,15,16,25,30,14,14,23,295,1230
1768492380,14,15,9,15,16,21,13,18,14,19,10,15,14,687,1654
1768492440,15,26,15,18,18,29,18,19,15,28,15,18,20,272,1783
1768492500,18,20,10,12,19,37,14,15,18,25,11,11,17,330,1882
1768492560,12,20,11,13,15,25,14,16,12,20,12,15,16,370,1855
1768492620,13,82,8,75,16,83,11,81,16,83,9,75,43,2037,2163
1768492680,75,98,63,98,81,99,69,99,77,99,65,99,91,3653,2941
1768492740,98,99,98,99,99,100,99,100,98,99,98,99,99,357,3220
1768492800,99,99,99,99,100,100,100,100,,,,,,0,3220
