end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1771256760,0,50,0,47,99,99,42,49,50,50,40,48,45,1675,1189
1771256820,47,58,43,48,49,59,48,49,48,58,43,49,53,7552,6689
1771256880,48,65,48,62,49,66,49,65,49,65,48,65,60,6435,9097
1771256940,62,67,51,57,65,69,52,59,63,69,51,57,62,6924,12725
1771257000,57,64,49,55,59,65,50,58,56,64,50,55,56,4068,13532
1771257060,55,66,55,66,58,68,56,68,56,68,55,68,60,1759,14114
1771257120,66,79,63,78,68,81,65,80,68,81,66,78,72,3760,15381
1771257180,78,93,78,93,80,94,79,94,79,94,78,94,86,12594,20875
1771257240,93,93,71,86,94,94,73,87,93,94,71,86,85,8103,22280
1771257300,86,93,86,92,87,94,87,94,86,94,86,94,91,5865,27376
1771257360,92,96,92,96,94,97,94,97,92,97,92,97,96,8278,31721
1771257420,96,97,85,91,97,98,87,93,97,97,86,93,92,6433,33691
1771257480,91,93,78,85,93,94,84,88,93,93,82,88,89,5930,35139
1771257540,85,99,83,99,88,100,85,100,85,99,84,99,95,9369,35600
1771257600,99,99,99,99,100,100,100,100,99,99,99,99,99,951,35972
