end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1773489660,40,64,40,64,100,100,50,65,50,65,48,65,58,7206,6349
1773489720,64,76,57,75,65,80,59,76,64,80,57,75,67,14842,12917
1773489780,75,87,74,85,76,88,75,86,75,88,74,86,82,10408,19020
1773489840,85,87,80,80,86,89,81,81,86,89,80,81,85,8002,21326
1773489900,80,82,72,73,81,87,73,74,80,86,72,73,80,6647,24217
1773489960,73,81,73,80,74,82,74,81,73,82,73,80,79,4161,25632
1773490020,80,80,72,79,81,82,74,80,79,82,72,79,78,4032,25617
1773490080,79,86,79,83,80,87,80,84,80,87,80,83,84,2539,26581
1773490140,83,84,81,83,84,86,84,85,83,85,81,83,84,2291,27567
1773490200,83,84,72,72,85,86,73,73,85,86,75,75,81,3289,28923
1773490260,72,72,42,65,73,73,43,66,72,72,42,65,53,8463,28068
1773490320,65,66,21,40,66,68,23,41,66,68,21,43,38,19205,35361
1773490380,40,81,39,65,41,88,40,66,41,88,39,66,73,23895,33962
1773490440,65,70,19,32,66,72,21,36,66,71,19,32,50,16920,35886
1773490500,32,99,2,99,36,100,3,100,32,99,2,99,70,13232,38890
