end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1772557260,0,51,0,35,50,52,30,36,30,52,30,36,46,11370,7310
1772557320,35,35,22,24,36,36,23,25,36,36,22,23,27,7509,10324
1772557380,24,24,16,22,25,25,17,23,25,25,16,22,19,7450,14258
1772557440,22,24,12,17,23,25,13,18,23,25,12,17,20,7478,17720
1772557500,17,20,14,20,18,21,15,21,17,21,14,20,18,3905,19174
1772557560,20,36,18,34,21,38,20,35,20,38,20,35,31,21388,35817
1772557620,33,38,20,21,35,39,22,24,34,38,20,24,29,8096,36566
1772557680,21,24,12,19,24,25,14,20,22,24,13,21,20,6911,36727
1772557740,19,19,9,9,20,21,10,10,19,21,9,10,14,10274,37639
1772557800,9,12,5,5,10,13,6,6,9,13,5,7,8,7786,36531
1772557860,5,6,1,1,6,7,2,2,5,7,1,2,4,12707,39729
1772557920,1,2,0,0,2,3,1,1,1,3,1,1,2,8678,43781
1772557980,0,0,0,0,1,1,1,1,1,1,1,1,1,6126,47488
1772558040,0,0,0,0,1,1,1,1,1,1,1,1,1,14217,60802
1772558100,0,0,0,0,1,1,1,1,1,1,1,1,1,4275,64897
