end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1772118060,1,58,1,41,100,100,40,43,50,67,38,42,50,9521,6108
1772118120,41,46,30,33,43,47,32,36,42,46,31,33,35,5920,9495
1772118180,33,42,30,37,36,45,31,39,36,44,31,37,39,4795,11815
1772118240,37,38,28,30,39,41,31,31,37,41,29,32,35,12418,17407
1772118300,30,39,21,28,31,40,22,31,30,40,21,28,30,11259,24456
1772118360,28,49,28,45,31,50,29,48,30,50,29,48,40,7598,25522
1772118420,45,46,32,32,48,48,34,34,48,48,32,34,38,5874,26965
1772118480,32,34,20,21,34,35,21,22,32,34,20,22,25,5596,28806
1772118540,21,23,9,13,22,25,11,14,20,24,9,13,15,12872,32104
1772118600,13,15,3,3,14,16,4,4,13,15,3,4,6,14412,36434
1772118660,3,19,3,15,4,20,4,16,4,20,3,16,7,20122,45911
1772118720,15,22,9,17,16,23,11,18,15,23,10,16,16,9130,46776
1772118780,17,17,0,0,18,18,1,1,16,18,1,1,3,17904,53180
1772118840,0,0,0,0,1,1,1,1,1,1,1,1,1,2948,54884
1772118900,0,0,0,0,1,1,1,1,1,1,1,1,1,3585,58467
