end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1769668260,20,70,20,70,100,100,53,72,54,72,53,70,67,597,489
1769668320,70,79,68,76,72,81,70,77,72,81,69,80,72,2212,2482
1769668380,76,78,67,72,77,84,73,75,76,84,67,67,77,1931,3696
1769668440,72,80,68,80,75,82,70,82,75,80,68,80,72,1080,4587
1769668500,80,82,72,82,82,85,75,85,80,85,73,85,76,1546,5986
1769668560,82,89,73,87,85,90,82,90,82,90,73,88,80,2205,7553
1769668620,87,88,70,70,90,91,71,71,90,90,70,70,80,876,8170
1769668680,70,76,46,57,71,85,51,58,71,79,46,57,59,1732,9352
1769668740,57,83,50,83,58,87,58,86,58,87,53,83,73,1705,9379
1769668800,83,90,77,90,86,92,85,92,83,92,77,92,87,855,9870
1769668860,90,96,87,96,92,98,92,98,92,98,87,98,94,2098,10649
1769668920,96,97,92,92,98,99,95,95,98,99,93,93,97,3570,12452
1769668980,92,97,89,96,95,99,95,98,96,98,89,96,95,3029,14646
1769669040,96,99,96,99,98,100,98,100,96,99,96,99,99,2279,16624
1769669100,99,99,99,99,100,100,100,100,99,99,99,99,99,1,16625
