end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1771821960,1,54,1,46,100,100,47,47,51,60,44,46,52,4954,3155
1771822020,46,47,43,45,47,58,44,46,46,58,43,45,47,5673,6699
1771822080,45,54,45,54,46,55,46,55,46,54,45,54,50,5024,10052
1771822140,54,55,41,50,55,56,46,53,54,56,41,53,49,9801,17084
1771822200,50,51,40,41,53,53,41,42,52,52,40,41,46,4779,18689
1771822260,41,59,41,59,42,60,42,60,42,60,41,59,53,5034,18867
1771822320,59,64,55,55,60,66,56,56,60,66,55,56,59,3980,20534
1771822380,55,59,42,59,56,61,44,60,55,61,42,61,51,4074,20587
1771822440,59,79,59,79,60,87,60,80,60,86,59,81,76,20682,32358
1771822500,79,95,79,94,80,96,80,95,80,96,79,94,92,16583,34557
1771822560,94,94,91,92,95,95,93,94,95,95,91,92,94,9834,39675
1771822620,92,98,90,98,94,99,92,99,93,99,90,98,96,6569,42131
1771822680,98,98,91,98,99,99,97,99,99,99,91,98,97,13065,45778
1771822740,98,99,97,99,99,100,99,100,99,99,97,99,99,10296,49395
1771822800,99,99,99,99,100,100,100,100,99,99,99,99,99,862,49615
