end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1765551660,23,23,0,16,100,100,32,34,,,,,,0,0
1765551720,16,17,0,17,34,100,28,34,,,,,,0,0
1765551780,17,21,0,14,34,100,26,32,,,,,,0,0
1765551840,14,28,0,8,32,100,26,26,28,28,28,28,28,20,20
1765551900,8,8,0,0,26,100,14,14,,,,,,0,20
1765551960,0,0,0,0,14,100,14,14,,,,,,0,20
1765552020,0,1,0,0,14,100,12,16,,,,,,0,20
1765552080,0,0,0,0,16,100,8,8,8,8,8,8,8,58,78
1765552380,0,0,0,0,8,8,8,8,8,8,8,8,8,20,98
1765552440,0,0,0,0,8,100,8,10,,,,,,0,98
1765552500,0,0,0,0,10,100,10,100,,,,,,0,98
