end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1770530460,45,59,45,59,100,100,49,62,45,59,45,58,58,269,263
1770530520,59,59,46,48,62,62,50,50,62,62,48,48,55,959,668
1770530580,48,54,25,25,50,56,26,28,48,55,26,26,38,2881,1828
1770530640,25,27,9,10,28,28,11,12,27,28,10,12,18,2149,2405
1770530700,10,10,8,9,12,15,10,10,12,15,8,11,12,2872,4547
1770530760,9,12,7,11,10,14,8,13,8,13,7,13,11,1789,5867
1770530820,11,22,11,21,13,24,13,23,11,24,11,22,16,2212,6752
1770530880,21,37,6,7,23,38,8,8,23,38,7,8,19,3321,7778
1770530940,7,10,6,7,8,12,7,8,7,11,7,8,9,923,8483
1770531000,7,13,7,10,9,16,8,12,9,16,9,12,12,2684,10246
1770531060,10,13,8,8,12,14,9,9,10,13,8,8,10,2344,11467
1770531120,8,8,3,4,9,9,5,5,8,8,3,3,5,2833,13530
1770531180,4,9,2,3,5,12,4,4,5,10,4,5,7,4100,15590
1770531240,3,96,1,95,4,98,2,97,3,97,1,95,29,13913,23919
1770531300,95,99,22,99,97,100,95,100,95,99,83,99,95,5203,25936
