end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1766189760,30,63,30,52,100,100,55,55,64,64,63,63,63,26,26
1766189820,52,68,40,40,55,100,41,41,55,68,45,45,56,150,149
1766189880,40,54,40,47,41,57,41,51,,,,,,0,149
1766189940,47,48,30,30,51,52,31,32,40,40,40,40,40,60,155
1766190000,30,32,16,24,32,36,26,28,32,32,27,27,30,88,243
1766190060,24,26,9,21,28,33,25,25,27,27,24,24,26,21,264
1766190120,21,54,19,54,25,66,25,58,25,57,22,57,33,248,476
1766190180,54,54,41,49,58,59,48,50,50,50,49,49,50,13,488
1766190240,45,49,41,47,50,50,50,50,50,50,50,50,50,5,493
1766190300,47,72,41,63,50,77,50,69,50,50,49,50,50,272,608
1766190360,63,67,28,31,69,76,46,47,47,47,47,47,47,1,607
1766190420,31,51,0,35,47,66,39,50,42,66,42,66,62,165,710
1766190480,35,71,0,67,50,100,50,81,59,88,59,88,77,790,997
1766190540,67,90,0,90,81,100,78,100,67,90,67,90,83,114,1053
1766190600,90,95,90,95,100,100,100,100,,,,,,0,1053
