end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1767694560,37,61,0,60,100,100,60,64,65,66,59,64,62,87,79
1767694620,60,64,50,51,64,76,58,59,60,67,50,61,61,397,463
1767694680,51,63,51,63,59,73,59,68,59,67,55,67,61,102,519
1767694740,63,69,55,55,68,84,59,59,64,76,64,67,71,83,521
1767694800,55,58,29,31,59,71,35,35,58,58,33,33,47,293,719
1767694860,31,31,8,11,35,35,14,15,26,26,12,14,21,260,713
1767694920,11,25,9,22,15,34,13,26,11,25,10,23,16,287,806
1767694980,22,24,13,21,26,26,16,22,22,24,15,21,20,177,849
1767695040,21,40,21,40,22,52,22,44,21,32,21,31,26,716,1038
1767695100,40,65,36,57,44,76,43,60,40,76,36,57,61,698,1208
1767695160,57,83,54,83,60,85,60,85,57,85,57,82,72,326,1177
1767695220,83,83,65,75,85,85,65,78,82,82,66,78,74,386,1301
1767695280,75,79,65,79,78,85,72,82,76,81,65,81,74,179,1286
1767695340,79,99,65,67,82,100,82,98,82,99,66,66,86,94,1333
1767695400,67,95,65,95,98,100,98,99,67,99,65,65,75,162,1413
