end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1766230260,57,66,0,66,100,100,62,69,65,65,65,65,65,9,9
1766230320,66,68,0,52,69,73,53,53,69,72,53,53,62,35,44
1766230380,52,52,41,41,53,56,42,45,,,,,,0,44
1766230440,41,53,30,53,45,57,43,57,43,55,43,55,47,40,69
1766230500,53,54,35,54,57,59,53,59,54,54,54,54,54,3,72
1766230560,54,54,54,54,59,59,59,59,,,,,,0,72
1766230620,54,55,32,40,59,59,41,42,,,,,,0,72
1766230680,40,46,26,46,42,56,41,51,44,51,43,51,46,116,177
1766230740,46,51,46,49,51,54,51,54,,,,,,0,177
1766230800,49,81,46,78,54,95,53,87,56,56,56,56,56,37,214
1766230860,78,86,57,72,87,96,78,79,81,81,67,67,71,289,340
1766230920,72,78,57,60,79,95,79,91,,,,,,0,340
1766230980,60,84,0,81,95,100,92,100,81,94,81,94,86,93,394
1766231040,81,81,0,0,100,100,100,100,,,,,,0,394
1766231100,0,0,0,0,100,100,100,100,,,,,,0,394
