end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1766892660,56,58,56,57,100,100,60,72,60,77,60,77,68,2,2
1766892720,57,66,51,56,72,77,56,58,61,65,51,55,55,113,94
1766892780,56,59,56,59,58,64,58,61,60,61,57,58,59,94,188
1766892840,59,68,58,68,61,74,60,72,60,70,60,70,68,253,441
1766892900,68,76,66,76,72,83,72,81,78,81,78,81,80,241,682
1766892960,76,78,75,78,81,84,79,81,81,82,81,82,82,5,683
1766893020,78,79,76,79,81,87,79,80,81,81,78,78,80,247,875
1766893080,79,79,62,68,80,83,70,71,76,76,73,73,74,54,929
1766893140,68,82,68,81,71,83,70,82,72,82,72,74,82,41,970
1766893200,81,86,75,86,82,96,79,93,83,85,81,85,84,466,1396
1766893260,86,86,75,85,93,97,82,92,85,91,85,91,88,2,1398
1766893320,85,85,85,85,92,97,90,90,95,95,95,95,95,1,1397
1766893380,85,94,85,92,90,97,90,97,94,97,94,97,97,316,1705
1766893440,92,97,92,97,97,98,97,98,97,97,96,96,97,568,2253
1766893500,97,98,97,98,98,100,98,100,98,99,98,99,99,220,2244
