end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1772271960,1,52,1,48,100,100,46,49,52,58,40,47,47,2128,1721
1772272020,48,62,47,55,49,63,49,56,49,63,47,57,55,5480,4391
1772272080,55,58,33,35,56,59,34,36,57,58,33,35,38,2107,5218
1772272140,35,57,26,52,36,59,28,53,35,59,26,55,42,5014,6480
1772272200,52,53,25,33,53,55,26,34,53,55,25,35,35,4991,7682
1772272260,33,54,31,49,34,55,32,51,34,54,31,51,44,3699,9022
1772272320,49,79,47,65,51,81,49,66,48,80,47,67,70,11293,13244
1772272380,65,76,61,69,66,77,63,70,66,77,62,70,71,11594,15393
1772272440,69,76,61,76,70,77,63,77,70,77,61,77,66,4964,18675
1772272500,76,87,76,83,77,88,77,85,76,88,76,84,84,7852,21327
1772272560,83,84,53,61,85,85,55,62,85,85,54,62,69,6137,22481
1772272620,61,91,61,91,62,93,62,92,62,92,62,92,75,8009,22632
1772272680,91,93,82,88,92,94,84,90,92,94,84,90,90,8152,23912
1772272740,88,98,74,98,90,99,81,99,90,99,81,99,91,22206,30711
1772272800,98,99,98,99,99,100,99,100,98,99,98,99,99,9120,31885
