end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1765928760,42,58,42,56,100,100,58,58,58,58,58,58,58,12,12
1765928820,56,57,5,31,58,95,41,47,57,57,42,42,43,129,110
1765928880,31,52,31,50,47,59,43,55,47,55,47,55,47,59,169
1765928940,50,50,43,45,55,55,50,50,55,55,55,55,55,33,186
1765929000,45,46,26,35,50,55,39,39,46,46,40,45,44,67,236
1765929060,35,36,17,25,39,55,32,32,36,36,36,36,36,5,241
1765929120,25,42,15,42,32,53,32,50,,,,,,0,241
1765929180,42,54,5,41,50,59,42,59,53,57,39,41,45,96,190
1765929240,41,70,5,70,59,74,47,74,55,60,51,60,58,626,501
1765929300,70,83,5,83,74,95,69,86,68,87,68,87,80,82,559
1765929360,83,88,75,75,86,98,80,80,75,80,75,80,75,20,560
1765929420,75,87,5,87,80,99,63,90,75,87,73,87,79,186,609
1765929480,87,93,5,76,90,99,80,80,87,96,85,92,91,71,573
1765929540,76,85,5,85,80,99,74,99,76,99,74,99,79,132,581
1765929600,85,85,80,80,99,100,99,100,,,,,,0,581
