end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1773424860,0,66,0,64,99,99,50,65,50,77,50,64,59,9975,6505
1773424920,64,65,50,50,66,66,52,53,66,66,50,53,56,16849,16934
1773424980,50,62,50,61,53,63,51,62,50,62,50,62,55,5565,19248
1773425040,61,66,52,54,62,67,53,56,61,67,52,54,63,7488,22307
1773425100,54,58,50,58,56,61,51,61,56,61,50,61,55,6268,25832
1773425160,58,61,50,55,61,66,51,56,60,66,51,56,59,14182,32928
1773425220,55,61,47,47,56,63,48,48,56,62,47,47,55,8934,36116
1773425280,47,55,44,51,48,56,45,54,48,56,44,54,50,7208,37270
1773425340,51,57,49,55,54,58,50,56,53,58,50,55,54,4475,39122
1773425400,55,66,50,57,56,67,51,58,55,66,50,59,57,5746,41754
1773425460,57,60,17,17,58,62,19,21,58,61,17,17,38,15035,45986
1773425520,17,34,12,12,21,35,13,14,21,34,12,14,22,12450,46910
1773425580,12,93,11,93,14,95,13,94,14,94,11,93,55,46440,47599
1773425640,93,99,90,99,94,100,91,100,93,99,90,99,98,42605,59122
1773425700,99,99,99,99,100,100,100,100,99,99,99,99,99,1316,59265
