end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1770096660,1,72,1,53,100,100,54,56,55,72,53,53,55,390,276
1770096720,53,60,45,59,56,64,49,60,53,64,47,60,57,940,1052
1770096780,59,68,48,49,60,71,51,52,59,71,49,49,61,1786,2351
1770096840,49,64,45,56,52,68,48,61,50,67,48,59,57,1374,2960
1770096900,56,64,47,56,61,66,52,64,60,64,51,63,58,2449,4074
1770096960,56,74,42,48,64,80,46,50,58,75,44,48,63,2358,5230
1770097020,48,69,46,61,50,74,50,66,57,74,57,66,68,5020,8204
1770097080,61,65,52,62,66,69,57,66,66,66,53,63,61,1953,8947
1770097140,62,78,62,72,66,80,66,75,65,79,65,75,72,1580,9914
1770097200,72,72,41,41,75,76,42,42,75,75,43,43,57,3250,10776
1770097260,41,41,15,28,42,43,20,32,40,40,15,28,27,3895,11435
1770097320,28,32,12,29,32,37,20,31,27,35,12,31,28,3006,11820
1770097380,29,67,10,10,31,70,12,13,31,68,11,11,41,8225,11763
1770097440,10,10,0,0,13,13,1,3,10,10,1,5,2,7006,15768
1770097500,0,0,0,0,3,3,1,1,1,1,1,1,1,1561,17317
