end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1772415060,50,63,50,62,100,100,52,64,51,63,51,62,56,4584,3172
1772415120,62,67,55,58,64,68,58,60,64,68,55,60,62,6106,6047
1772415180,58,67,55,64,60,69,57,65,60,69,55,67,61,3338,7502
1772415240,64,68,55,60,65,69,58,61,65,69,55,60,61,4123,9888
1772415300,60,67,55,60,61,68,56,61,60,67,55,60,60,7379,14875
1772415360,60,69,59,66,61,74,60,67,60,73,59,65,69,13463,24911
1772415420,64,72,59,72,67,73,60,73,65,73,59,73,64,5945,26959
1772415480,72,72,50,50,73,73,51,51,72,73,51,51,64,13481,32810
1772415540,50,71,48,67,51,73,50,68,51,73,49,68,64,7608,36840
1772415600,67,80,67,80,68,84,68,82,69,84,68,80,75,8446,41028
1772415660,80,94,79,93,83,96,82,95,82,95,80,95,88,10670,43729
1772415720,93,95,83,92,95,97,84,93,94,97,83,92,93,20884,55737
1772415780,92,95,80,90,93,96,81,91,92,95,80,91,89,20682,59951
1772415840,90,99,82,98,91,100,84,99,90,99,83,98,97,17501,67770
1772415900,98,99,57,99,99,100,80,100,99,99,57,99,97,17137,75402
