end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1768340760,0,58,0,55,94,94,50,59,50,66,40,58,56,272,140
1768340820,55,57,55,55,59,66,56,56,59,61,55,56,58,1407,914
1768340880,55,55,40,41,56,57,41,43,56,57,40,41,46,1305,1605
1768340940,41,47,40,43,43,49,41,45,43,49,40,43,44,865,1876
1768341000,43,52,43,50,45,54,45,54,45,54,43,50,48,736,1993
1768341060,50,50,26,32,54,54,32,33,50,50,26,33,36,1335,2461
1768341120,32,40,20,23,33,41,22,25,33,41,22,23,31,382,2451
1768341180,23,24,18,19,25,26,20,22,25,25,19,19,21,385,2367
1768341240,19,22,18,21,22,26,19,23,21,23,18,23,20,438,2306
1768341300,21,23,16,23,23,29,18,24,23,23,17,23,20,735,2225
1768341360,23,23,10,11,24,25,12,12,24,24,10,11,14,381,2001
1768341420,11,13,8,9,12,14,9,10,11,14,8,10,10,1551,3143
1768341480,9,11,3,5,10,12,5,6,10,12,3,5,7,3821,4943
1768341540,5,5,0,0,6,6,1,1,6,6,1,1,2,1147,5235
1768341600,0,0,0,0,1,1,1,1,1,1,1,1,1,2,5237
