end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1766334660,55,62,0,54,100,100,54,61,55,62,54,62,57,59,25
1766334720,54,55,38,43,61,62,39,54,61,62,39,43,52,170,53
1766334780,43,48,39,39,54,55,40,41,54,54,40,40,40,83,127
1766334840,39,46,26,45,41,51,35,50,39,50,38,45,43,52,134
1766334900,45,50,38,50,50,55,46,51,,,,,,0,134
1766334960,50,52,50,51,51,56,51,56,55,55,55,55,55,17,151
1766335020,51,59,50,50,56,65,51,51,56,61,51,51,56,53,164
1766335080,50,56,30,56,51,65,46,65,46,61,46,61,56,156,250
1766335140,56,58,51,58,65,65,55,59,60,60,58,58,59,187,375
1766335200,58,58,33,37,59,63,40,40,58,58,40,40,50,33,385
1766335260,37,50,21,25,40,58,30,30,37,50,33,33,41,118,407
1766335320,25,38,1,28,30,53,27,33,30,43,25,38,35,141,389
1766335380,28,28,1,16,33,33,21,21,27,28,17,17,21,151,435
1766335440,16,16,2,2,21,21,20,20,16,16,16,16,16,48,445
1766335500,2,2,0,0,20,20,2,2,2,3,1,3,1,110,515
