end_period_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,price_mean,volume,open_interest
1770066960,1,55,1,55,100,100,47,59,48,59,39,59,48,1300,806
1770067020,55,74,55,59,59,80,59,63,59,76,56,63,65,3232,2730
1770067080,59,59,38,42,63,63,44,44,59,59,38,42,50,1198,3350
1770067140,42,56,41,53,44,61,43,56,43,61,41,56,54,1565,3816
1770067200,53,63,53,60,56,67,56,61,53,67,53,61,62,1221,4235
1770067260,60,61,37,46,61,66,44,50,60,65,37,46,53,2000,4973
1770067320,46,48,17,43,50,52,25,47,48,49,17,47,32,5308,6874
1770067380,43,47,14,21,47,53,21,24,44,49,14,21,35,2193,7626
1770067440,21,23,11,16,24,26,15,17,24,25,11,17,19,4013,7520
1770067500,16,16,6,6,17,17,8,8,16,17,6,6,10,2865,8597
1770067560,6,8,3,5,8,14,7,8,6,13,5,9,8,4218,9124
1770067620,5,10,4,4,8,14,5,5,8,13,5,5,8,4385,10497
1770067680,4,5,0,0,5,10,1,1,5,6,1,2,2,3700,13312
1770067740,0,0,0,0,1,1,1,1,1,1,1,1,1,351,13642
1770067800,0,0,0,0,1,1,1,1,1,1,1,1,1,936,14577
